ast,a,e,i,Om,om,q,Q,rasc,rdes,dnode,moid,P,syn,lnode,nodepass,owner,cls,t_fly,pool_all,pool_deep,pool_short,maxdep,fly_r,fly_z,fly_vrel
172,1.3355986,0.30557,17.25133,116.63182,133.85767,0.9274797357979999,1.743717464202,1.5361163902102672,0.9993147323557269,0.0006852676442731243,0.015828148845921163,1.543525940808557,2.839838588959315,296.63182,9.718009657902112,r8,tail,5060.941303219979,331,14,289,48,1.0232064328007975,-0.03681225799050189,9.690855714919936
173,1.9033297,0.5521532,8.2711,238.33422,114.7426,0.85240011548996,2.95425928451004,1.7207111349709707,1.0746942174778045,0.07469421747780447,0.029103172016429462,2.625856790317776,1.6150603213980173,58.33421999999996,5.712421201075757,r8,tail,4599.673179897638,433,43,339,47,0.9404774678889666,0.05223605272891342,19.944999197875244
174,1.871303,0.4865443,14.39783,10.77506,217.49146,0.9608311917770999,2.7817748082229,2.3264241411124926,1.0304985925538057,0.030498592553805715,0.022764615401951717,2.559859744013475,1.6410832793383257,190.77506,5.859696038065842,r1,deep,86.17572199623926,149,121,11,48,1.061815995779868,0.0336422809101217,15.426958617712472
175,1.8146854,0.4508695,13.20499,120.97348,13.20651,0.9964991010446999,2.6328716989553,1.0047568312854576,2.576914934923697,0.004756831285457563,0.01965419368269327,2.4445674104681014,1.692248760946336,120.97348,6.136054966521747,r7,tail,2528.4864449038528,459,12,419,42,1.0007032719989193,0.015048469757218411,10.80876635941304
176,2.651727,0.6186491,2.63958,305.16698,42.22519,1.0112384780043002,4.2922155219957,1.1225725382676084,3.020643341275928,0.12257253826760839,0.024668626642475905,4.31810517342461,1.3013768243421597,305.16698,3.4737458671262,r9,tail,2174.020141235321,159,104,36,48,1.1315221248988054,0.05198416094177123,15.090650963725736
177,2.6775747,0.7347815,5.37753,52.45999,309.87022,0.7101423455719501,4.64500705442805,0.8374675576609367,2.3289545591627974,0.16253244233906328,0.03132696202526787,4.381394852498245,1.2957359443725358,52.45999,3.4235672668139214,r6,tail,2617.610386401664,139,19,93,43,0.9076983683493373,0.015914247173482745,17.609380477085786
178,1.9499674,0.754667,12.37568,102.72819,263.65389,0.47839135214420003,3.4215434478558,0.9158112943714177,0.7747874582754773,0.08418870562858227,0.017478649860754234,2.7229585236865272,1.580397024218755,102.72819,5.508714095171738,r4,deep,4699.6526219581265,196,61,71,48,0.9183504882738326,0.043893063645661035,25.125554225643604
179,1.6284721,0.7761449,34.254,40.072,110.83482,0.36454178479270993,2.89240241520729,0.894376426703143,0.5074066994252822,0.10562357329685701,0.04983113155006162,2.078119337165836,1.9275411037787369,40.072,7.218064781812376,r2,deep,4602.358825331299,119,56,34,47,0.9923004999674212,-0.05608200397086688,30.054604230902086
180,2.0023318,0.6066269,31.29757,44.62004,291.22498,0.78766346739458,3.2170001326054196,1.0376048672123552,1.6216172483855205,0.03760486721235523,0.034088184456323306,2.833375061022828,1.545442130887341,44.62004,5.2940396795139115,r9,tail,3036.4700845961693,412,33,348,47,1.0882051411441396,0.05562785857939335,23.05347155693385
181,1.6376834,0.417425,4.68129,268.50377,24.9458,0.9540734067550001,2.321293393245,0.9810264223518781,2.1758469057939256,0.01897357764812191,0.017043968443452767,2.0957762784549803,1.912595043041064,268.50377,7.157252495985925,r4,deep,3988.6617384469914,188,54,71,46,0.9656093442812,0.011743481287177202,7.8640595368703226
182,1.7732549,0.7441422,9.06773,159.49235,79.18077,0.45370109755322,3.09280870244678,0.6943323432573887,0.9198003097378914,0.0801996902621086,0.016689276055647934,2.3613303706257667,1.7345755457878511,339.49235,6.352351279005872,r7,tail,5088.690878091881,139,105,10,48,0.9045521456453511,0.002823271169506279,24.030093640301146
183,1.0348698,0.1921328,21.47,322.74951,99.04605,0.83603736769056,1.23370223230944,1.0277134583087466,0.9674423886125371,0.027713458308746608,0.012219309398179142,1.0527580477720782,19.95445419663999,322.74951,14.248288133958294,r1,deep,2455.5159078324477,181,121,31,48,1.0430658817097591,-0.02889445426896814,12.120606727748065
184,2.5105878,0.6197731,10.13806,61.82536,314.56221,0.9545930163718201,4.06658258362818,1.0775948699330635,2.7361200834609924,0.07759486993306353,0.0467894903467077,3.977984816238576,1.3357975482437405,61.82536,3.7707534575718675,r9,tail,1090.2311909906234,118,26,72,47,1.1422227807068095,0.03409677252897404,14.46285869105367
185,1.6398395,0.7381438,16.44727,322.05585,71.9113,0.42940214007989996,2.8502768599201,0.607201001521283,0.968277930438572,0.03172206956142798,0.005708711878031371,2.0999164469893308,1.9091599664112489,142.05585000000002,7.143141348078699,r4,deep,448.4345903599865,142,54,23,48,1.0820912244824126,-0.03609712870363355,22.728994880325963
186,1.1897113,0.2780801,30.12309,292.44372,84.19068,0.85887626272487,1.5205463372751298,1.0676614625739884,1.1295045383416769,0.06766146257398842,0.043580566036340244,1.2976643685164475,4.359488423098732,292.44372,11.559229307612664,r5,tail,2751.4294887887677,188,57,80,48,1.095119542357156,0.06028290307035364,15.998205844276475
187,2.6372059,0.6065703,13.3569,80.57269,190.76452,1.03755512607523,4.236856673924771,4.124946752983008,1.044494556577775,0.04449455657777501,0.026227409650629863,4.282684267081263,1.3046287484995112,260.57268999999997,3.50247626594776,r2,deep,4062.988218688565,122,72,26,48,1.0644656847016496,0.04406011632751072,11.406868599142612
188,2.065409,0.8867094,25.14721,30.23893,49.95877,0.23399142485540003,3.8968265751446,0.281112143912409,1.0277695423987934,0.027769542398793368,0.008807450602120357,2.968308923520126,1.5080503309468305,210.23893,5.053382375784343,r7,tail,781.4906742272173,362,20,322,48,0.9678277919609027,0.015860462257335534,34.877970351846024
189,1.4672226,0.4814932,3.12476,73.38514,280.06988,0.7607648952136798,2.17368030478632,1.039549702538561,1.230677098631321,0.03954970253856094,0.006794668319977295,1.7772315398163865,2.286617885110839,73.38514,8.440093293386925,r2,deep,3158.416763245926,258,195,22,48,0.9255002392547864,-0.014601119780931471,13.9641311283302
190,0.7186981,0.4176323,7.36842,81.65754,167.51212,0.41854655949137004,1.01884964050863,1.0018522314110307,0.42148416858465965,0.001852231411030747,0.010585820176409624,0.6092839600642302,1.559403499698633,81.65754,24.61906267550308,r4,deep,2650.0730885600274,232,191,15,48,1.0160087980606274,-0.016842465219962542,7.507042972392579
191,1.3733016,0.7314486,5.04225,359.93571,120.90302,0.36880206730224,2.37780113269776,1.0227824298862453,0.46418507711159185,0.022782429886245348,0.0028294738613880983,1.6093440143180757,2.6411090886305204,359.93571,9.320567800636411,r3,deep,5075.907367481999,111,43,44,48,0.9856348578303473,0.003212225281939064,25.844031314858377
192,2.8207652,0.7585161,5.67243,22.1116,47.80584,0.68116938148028,4.96036101851972,0.7935635254174909,2.441863473322713,0.20643647458250913,0.04558914635790259,4.737512900613638,1.2675576049077495,22.1116,3.166218291048261,r2,deep,581.5852752137721,124,100,3,48,0.937076932198257,-0.032695736262270285,20.465484263686992
193,1.5997395,0.5030596,23.07163,191.10298,290.99488,0.7949751870258,2.4045038129742,1.0124183530718986,1.457613026306508,0.012418353071898647,0.008979592255554619,2.023363458628114,1.977169930750279,191.10298,7.413398683284682,r2,deep,4386.686693766147,135,81,25,48,1.0464061711909514,0.03296127320465096,17.08679246004666
194,1.4585197,0.5620711,39.93236,314.32185,268.33837,0.63872792784933,2.27831147215067,1.0142692929868384,0.9817377886514511,0.014269292986838433,0.0032006113633950154,1.7614424123876633,2.3132969529032263,314.32185,8.5157481700848,r1,deep,1695.6185541292734,223,158,31,48,1.01272348462076,-0.0017372089516424572,27.984850482830833
195,1.2690923,0.5141334,19.42916,54.20354,263.94,0.6166095608871801,1.9215750391128201,0.9872120329640806,0.8855634105509368,0.012787967035919445,0.0025736342492589967,1.4296831993118697,3.3272960208858127,54.20354,10.491834839508325,r1,deep,5271.5518044651735,149,96,23,48,0.8818565555237066,-0.0025438606932534926,20.75367772621278
196,2.2978714,0.5803493,9.52381,84.80995,187.05031,0.9643033415199801,3.63143945848002,3.5938595499693355,0.9669883813797957,0.0330116186202043,0.046070811136407604,3.4832815521900278,1.4026929604974077,264.80995,4.3062841103295595,r2,deep,5185.8731347000985,133,36,80,48,1.0650973798600043,0.10113510352341443,11.977253992969755
197,1.6918546,0.4624185,5.8333,352.06267,333.21962,0.9095097336499,2.4741994663501004,0.941439297683299,2.2652046704707782,0.05856070231670096,0.02940579789815242,2.200617461993941,1.832904760804692,352.06267,6.816268733234881,r3,deep,3394.383436003589,150,61,53,48,1.0706486199389655,0.0570456035844109,13.371184569266212
198,1.0869937,0.7245234,34.03784,38.83283,308.11171,0.29944132869741996,1.87454607130258,0.35682908578308825,0.9340969170085801,0.06590308299141989,0.0359183123356553,1.1332886532015263,8.50251409989151,218.83283,13.235815921764669,r3,deep,3565.8089846146886,225,132,64,48,0.861285219912069,-0.0383265114596004,33.89273181266911
199,2.3232849,0.5777828,28.06534,74.44268,153.53473,0.9809308452802799,3.66563895471972,3.205891370202632,1.0200773004147292,0.020077300414729216,0.004089197130710307,3.541226493050012,1.3935107723514197,254.44268,4.235820563705514,r8,tail,543.0018689232999,438,15,402,48,1.0249862062826955,-0.013243242300906635,19.050212772107965
200,2.1084489,0.602473,16.07668,194.71649,243.0644,0.8381653658702999,3.3787324341297,1.8472868477171727,1.0551678421522475,0.05516784215224746,0.03154343838992115,3.0615730056224613,1.4850664988689377,14.716490000000022,4.899442205837677,r3,deep,3027.9374997928317,109,44,33,48,1.0932562311174618,0.02449257803165764,13.818962664990632
201,1.9241439,0.5740776,6.40373,222.60435,221.65785,0.8195359878333601,3.02875181216664,2.2588579173197014,0.9027958858799539,0.09720411412004615,0.03206882522307952,2.669047620448949,1.5991440793828366,42.60435000000001,5.619982155836138,r3,deep,1252.5184448057921,166,78,55,47,0.961408887359843,0.021932372660276943,12.851622589897637
202,1.7700822,0.6007455,5.54384,156.84047,90.61416,0.7067132837198999,2.8334511162801,1.1385999365685329,1.1240301009123002,0.12403010091230016,0.018134882711050272,2.3549958830153774,1.738009622416433,336.84047,6.369437886572328,r4,deep,4264.315504660732,173,63,59,48,0.970240257325215,0.02685939545877532,14.75071900110168
203,1.8204548,0.5677589,4.84751,197.06965,31.12818,0.7868753852522801,2.8540342147477196,0.8301638286464387,2.400101936963527,0.16983617135356133,0.045485235142830385,2.456234632118249,1.6867025257773143,197.06965,6.106908437759485,r7,tail,1096.9150446158985,421,20,375,45,0.9277756756226554,-0.031106669030134985,14.05780246664708
204,3.2104465,0.6984358,10.00804,340.1136,337.2506,0.9681557304152999,5.4527372695847,1.000151663877788,4.620272495096564,0.00015166387778808854,0.007159905443995467,5.752387787857968,1.2104205390298606,340.1136,2.607612795448478,r8,tail,961.2188516064289,146,2,131,46,0.990412996894069,-0.01116733621109285,11.53644094394029
205,2.0590426,0.5537607,7.75324,113.04616,300.31278,0.9188257284941801,3.1992594715058202,1.115780984428711,1.98143487967764,0.11578098442871099,0.04886292232753733,2.954595267694317,1.5116148680640273,113.04616,5.076837482280807,r2,deep,5042.774131251698,162,99,43,48,1.0151268607808956,-0.03979943677204726,10.704370894825066
206,2.8183551,0.8056228,6.09413,211.06792,287.89761,0.54782397294372,5.08888622705628,0.7928647866883982,1.3146453503769002,0.20713521331160178,0.03222227973292153,4.731442504929933,1.2679928737154098,211.06792,3.170280518968735,r1,deep,1431.2946744979065,149,70,58,48,0.9025122770732215,-0.040101029070090485,24.60154820201136
207,1.5456527,0.4716797,13.53154,303.58001,231.23185,0.8165996981598102,2.27470570184019,1.7054941527498704,0.927758079007347,0.07224192099265303,0.035066016422463014,1.9216216155946781,2.0850439953654387,123.58001000000002,7.805907197478104,r3,deep,4867.192619788938,110,52,34,48,0.9463983713748456,0.014956091651195979,11.3548647480421
208,1.6427096,0.3831233,3.41388,72.98582,319.5807,1.01334927710632,2.2720699228936803,1.085088904601635,1.978746652565123,0.08508890460163498,0.039642908787880786,2.105431870823639,1.9046238184311772,72.98582,7.124429057935768,r9,tail,4915.861328487582,156,14,115,46,1.6465135284132417,-0.04410614799039564,7.528953353257172
209,1.7469491,0.4782407,10.99257,50.12548,147.55732,0.9114869395516301,2.58241126044837,2.259220836984675,0.9599573597428915,0.040042640257108464,0.03675148801347335,2.308981094509871,1.7639529739537112,230.12548,6.496371943306906,r2,deep,1536.2331539822123,147,108,7,48,0.9432014238409222,0.019075968461747455,10.529416926537868
210,0.9466308,0.123851,22.32417,331.11156,46.04864,0.8293896287892,1.0638719712108,0.8583296586112699,1.0197680675994576,0.019768067599457595,0.030059060266701035,0.9210239978166265,11.662074204238774,151.11156,16.286220593121246,r1,deep,1882.1507091979006,178,89,65,47,1.0167145479276023,0.011718634667057018,12.16433286363347
211,2.5029378,0.6954981,0.79236,180.21677,345.98384,0.7621493156818201,4.24372628431818,0.7715723607026456,3.973518914909365,0.22842763929735443,0.011812489154091952,3.9598167262351276,1.3378587569751303,180.21677,3.7880541037720046,r2,deep,2968.010743466255,173,120,17,48,1.0195318824439457,0.011314026308051004,15.995378486899073
212,2.3841115,0.6584107,3.85786,54.49466,337.6108,0.81438697840695,3.9538360215930504,0.8395116296155353,3.452231877369876,0.16048837038446473,0.03589738666980302,3.6812036494805387,1.3729668204031207,54.49466,4.074754191367999,r9,tail,2455.5131940675656,194,50,114,48,1.2055044555846557,-0.07937761249536997,19.70382185558728
213,2.1175518,0.6647149,59.33202,33.49564,251.1095,0.7099835670181801,3.52512003298182,1.506030788833293,0.9726069741414493,0.027393025858550746,0.029373169034717015,3.081421187522354,1.4804409631240292,213.49564,4.867883709224734,r8,tail,2292.478311489381,349,12,315,47,0.9602986876354582,-0.020543678889551255,34.40390800067799
214,1.573215,0.5374907,13.7949,159.69,90.95239,0.7276265683995,2.4188034316005,1.1288037496863679,1.1088130104015559,0.10881301040155589,0.03930126256848767,1.9732500291019164,2.027485199176174,339.69,7.6016722558098415,r1,deep,4681.116294437579,122,56,44,47,1.1347799362293665,-0.011620071294407426,16.34467725131452
215,1.9046562,0.6261117,2.13279,75.47581,120.47166,0.7121286687024599,3.09718373129754,1.6967263604595448,0.8789320680945637,0.1210679319054363,0.011629127133779288,2.6286023518361326,1.6140234286611288,255.47581,5.7064546067693325,r1,deep,2766.8674211648795,128,75,21,48,1.0697968789675647,-0.01549525777996899,17.30092979166557
216,2.8898049,0.7531963,39.21257,268.05495,246.33087,0.7132145415981299,5.06639525840187,1.7923715648141179,0.9600968260510757,0.039903173948924286,0.01840209604204328,4.912502503396568,1.2555908907743492,88.05495000000002,3.0534335584824244,r9,tail,4302.579558149041,371,34,317,48,1.677051619823269,-0.07263645091645875,21.915840988509494
217,2.7002874,0.7185112,15.72955,226.40736,234.72024,0.76010065988112,4.64047414011888,2.232853276945942,0.9231453916912487,0.07685460830875135,0.03740597301620226,4.437261104225635,1.290929309609514,46.40736000000004,3.3804636796593726,r6,tail,739.3850182581184,136,7,86,45,0.9215340450945562,-0.0010553852503239196,18.856238793280884
218,2.7628538,0.6530511,24.23489,173.91597,183.78498,0.95856908677082,4.567138513229179,4.548464381288972,0.959395795782557,0.04060420421744304,0.04711137496035062,4.592369843299449,1.278367774928636,353.91597,3.266287453282084,r6,tail,324.5627886576168,131,16,94,46,0.9593087104338566,-0.0014075725483573987,16.573479476381912
219,2.9104022,0.7189268,54.50065,187.46839,120.40785,0.8180360596410401,5.00276834035896,2.2105228338321803,1.0309834637434048,0.03098346374340477,0.02505533331467833,4.965117322051123,1.2521993471513997,7.468389999999999,3.02107664875951,r9,tail,3488.918427406857,246,9,225,45,1.0144594179863209,0.029909593661366907,37.652264190634725
220,1.8959431,0.7678837,13.76438,22.58099,65.38508,0.4400792973825301,3.35180690261747,0.5894735458079587,1.143856775341027,0.14385677534102692,0.03161952448810861,2.6105856659615942,1.6208921519259603,202.58098999999999,5.745837110644993,r9,tail,3245.6097082439087,325,26,260,48,1.3839381361854468,-0.05801432383558771,19.972914159858053
221,1.9258613,0.4745003,1.67978,285.28603,186.46494,1.01203953539161,2.8396830646083897,2.8234709280075485,1.014114791296812,0.014114791296812035,0.028759703495056854,2.6726218165294364,1.5978637789592653,105.28602999999998,5.6124663456793975,r1,deep,4397.368025207877,91,32,39,47,1.121389114401908,0.020842450880359943,7.473774284921499
222,0.9589853,0.1520306,21.61632,288.01435,297.66152,0.81319018944982,1.1047804105501802,0.8750585287106005,1.0079617148982283,0.007961714898228278,0.022812519682465546,0.9391131570208076,15.4239095192001,108.01434999999998,15.97251607845129,r1,deep,3631.516332403965,188,150,18,48,1.016998222110205,0.023359362331862504,11.707974414111344
223,2.4928794,0.8250702,10.89224,141.43021,290.69225,0.43607889486612006,4.54967990513388,0.616222761718184,1.1233822741717343,0.12338227417173431,0.019206713531323538,3.9359711204539236,1.3406028053318837,321.43021,3.811003572168003,r8,tail,4340.565079011257,315,21,261,48,0.6823653019884565,0.02030605595359172,26.69137510085722
224,2.5876625,0.6445716,4.49003,134.62065,296.45179,0.9197287421149999,4.255596257884999,1.17514966614051,2.1217621626348766,0.17514966614051009,0.0373405345720504,4.16256902531714,1.3161986321862875,134.62065,3.6035438472656134,r2,deep,2455.1279158340353,184,150,28,48,0.9541816068411251,-0.046767444933574556,9.3623561420149
225,2.2193037,0.5945363,8.14565,107.52446,139.38745,0.89984708962569,3.5387603103743106,2.6151198158715623,0.9886374907096932,0.0113625092903068,0.013527985215667416,3.30616942909688,1.4336194849272677,287.52446,4.536972566495914,r2,deep,3038.3168345225263,170,116,38,48,1.0399671289315828,-0.02481917861799565,13.879782840889826
226,1.0297117,0.0739217,45.86726,150.72865,322.15149,0.9535936606261101,1.10582973937389,0.9676046595621689,1.087567572410849,0.0323953404378311,0.021794660731606345,1.0448969731017634,23.27321645344334,150.72865,14.355482297429468,r2,deep,719.9949975094486,186,154,5,48,0.9676928219032745,0.0014745093776948564,23.26743559161192
227,1.6169191,0.4510506,25.31356,350.18774,129.62796,0.8876067697935399,2.34623143020646,1.8081233179125147,1.000219231016144,0.00021923101614396145,0.006061519101240402,2.0560441531562605,1.9469301042113076,170.18774000000008,7.295563170165048,r4,deep,5335.881821036858,154,40,56,48,0.976281104375639,0.03948836504948654,20.37637368580139
228,1.4766837,0.4087554,7.15733,320.05713,215.21576,0.87308126353302,2.08028613646698,1.8466383170933374,0.9220436960214219,0.07795630397857811,0.03264628220379244,1.794449420686665,2.2587333742853914,140.05712999999997,8.359109945968882,r6,tail,3336.354072974005,181,102,53,48,0.8957031849450685,-0.02154823710265549,6.6925404107716355
229,1.0695645,0.1943873,24.832,39.09556,78.30472,0.8616547446691499,1.27747425533085,0.9901346215198248,1.0713651200904297,0.009865378480175213,0.003031100415276919,1.1061409480155797,10.421434598956258,39.09556,13.560658817404821,r2,deep,2043.632443722343,150,122,6,48,1.0059306702061044,-0.03590640995695499,13.886918388323812
230,1.3361826,0.6030516,8.26679,87.66314,115.45272,0.53039554517784,2.1419696548221605,1.1477029276090867,0.6752469033893012,0.14770292760908665,0.03032597995056561,1.544538428033654,2.8364176860961536,87.66314,9.71163923651705,r5,tail,4956.698228345609,133,49,59,47,1.0237034920500379,0.02336810341089948,17.416288819866665
231,1.5453773,0.4921133,19.07078,358.77697,106.81633,0.7848765771519101,2.30587802284809,1.3655372103059447,1.0251705711999513,0.025170571199951253,0.01858088262968035,1.921108054865207,2.085648958032766,178.77697,7.807993913727285,r6,tail,1236.8895421241618,226,54,120,48,1.0370121384334736,-0.00934377199375684,15.4896197965996
232,2.2446158,0.5974925,55.01316,16.90762,319.39785,0.9034746941185,3.5857569058815,0.9928797763287028,2.641674831861335,0.007120223671297166,0.006765290812295376,3.362892800295486,1.4232100583974638,16.90762,4.4604454827349835,r4,deep,4446.746927563618,107,23,48,48,0.9794701303146445,-0.042376612566140955,32.98850192417081
233,2.0188289,0.5270505,10.12318,306.8226,189.05043,0.95480411884055,3.0828536811594502,3.040667869878495,0.9589245553957491,0.041075444604250944,0.02407235364207529,2.868463114668487,1.5351992191600878,126.82260000000002,5.229281116879056,r5,tail,1674.5998707740364,173,65,77,48,1.0010699728817953,0.06288851171169052,11.848151889681084
234,2.7659172,0.6897943,18.71928,178.94914,134.44864,0.8580032811680401,4.67383111883196,2.804578013530808,0.9776183402043879,0.02238165979561213,0.018516981416171408,4.600009859239303,1.2777770170360878,358.94914,3.260862576168593,r7,tail,4368.247917167641,437,36,361,47,0.9868954027830605,-0.008845514355331287,15.18546211176106
235,2.0347462,0.8301183,9.20708,16.51692,130.85357,0.34566614352454,3.72382625647546,1.3842780130034986,0.4099860138950954,0.3842780130034986,0.040668975584803174,2.9024541580391596,1.525636844269977,16.51692,5.168040280137862,r4,deep,1491.7788967567312,181,48,89,48,1.0396860141225386,0.036603688495352726,29.101691175845
236,2.4821903,0.6104356,75.65689,179.32276,358.13064,0.9669729749053201,3.99740762509468,0.9671680808720927,3.994076820847259,0.03283191912790728,0.029400022485684418,3.9106829795610647,1.3435619773853906,179.32276,3.835647143579918,r4,deep,3531.9461918355173,116,8,71,41,0.9675078131479036,0.02004606140989646,42.889368041187375
237,2.2359478,0.7350665,5.83305,297.38763,247.47933,0.5923774764713001,3.8795181235286997,1.4305852072772534,0.8020132884891701,0.19798671151082992,0.0323848265335491,3.34343196758727,1.4267245705577583,117.38763,4.486408021881926,r3,deep,4189.246090852257,124,41,57,44,0.9698791556305624,0.03022943319610096,17.991871581035554
238,1.7270961,0.4871616,10.90394,53.30016,143.74672,0.8857212005702401,2.56847099942976,2.1695061538193063,0.9456928837759344,0.05430711622406559,0.043772019569940875,2.2697329124721284,1.78756720423434,233.30016,6.608707093938391,r2,deep,455.71175346578343,139,108,12,48,0.9093420864880142,0.03952039552790307,10.013207984175878
239,0.9684505,0.6556432,36.24349,208.83489,43.96009,0.3334925151384,1.6034084848616001,0.37511165270142316,1.0456242342680644,0.04562423426806439,0.027518766658046652,0.9530510004165333,20.29970838296955,28.834889999999973,15.738926871116249,r1,deep,5089.76588661143,98,53,24,47,1.0523157978432236,-0.0046078444293238706,25.811249453512097
240,1.4480275,0.3110773,28.00194,137.21706,211.36896,0.9975790149742501,1.89847598502575,1.7809334479345413,1.033418845210523,0.033418845210523074,0.018044821688614023,1.742469619065185,2.346856456240003,317.21706,8.608471468241339,r8,tail,1306.799572510976,334,38,277,48,1.0276617696106307,-0.02194461397659329,16.565414698701577
241,1.3406221,0.7960261,31.4187,213.02113,233.47471,0.2734519181631901,2.40779228183681,0.9333051810829432,0.33324365115360116,0.06669481891705675,0.03061057528165474,1.5522424695564048,2.810798797860045,213.02113,9.663438730861845,r7,tail,3891.6325643670793,166,29,86,47,0.9525743161275204,0.008314716095368782,32.374876067872165
242,1.7115612,0.467301,1.91954,277.35076,44.64222,0.9117469396788,2.5113754603212,1.003991467815377,2.0041713418658382,0.003991467815376959,0.0025646862971967638,2.2391781577505823,1.8069864641701319,277.35076,6.698886351708876,r7,tail,2670.760338201,454,64,343,48,1.3100306606960486,-0.029790372702739754,13.962512882746317
243,2.4093191,0.6573556,15.64982,126.38707,305.5637,0.8255396974280399,3.99309850257196,0.9897923686771429,2.2150946672495655,0.01020763132285707,0.004075522170571358,3.7397406522139596,1.364998051619196,126.38707,4.010973325414923,r9,tail,2693.6122513580463,273,11,230,43,1.0586045551754237,0.045389527716344975,18.522170807330067
244,1.6336517,0.3995551,19.45987,74.90308,156.34575,0.9809178316413301,2.28638556835867,2.1653277012799093,1.0050240450763843,0.00502404507638432,0.010924221738972846,2.0880418725708383,1.919082275424923,254.90308,7.183763983397375,r4,deep,2826.564701034885,173,47,75,48,0.998960359332591,0.01837184676618882,12.279437997825905
245,1.9986322,0.5919158,7.7007,298.62405,110.25573,0.81561022243124,3.18165417756876,1.6330373788022987,1.0775607612091844,0.07756076120918443,0.02725824778470181,2.8255260789279677,1.5477872989835595,118.62405000000001,5.308745904653319,r3,deep,3837.7459113690243,97,71,11,44,0.9816202115886319,0.02909765889944528,18.070787481225942
246,2.2008739,0.599006,9.59103,194.24203,323.76554,0.8825372286565999,3.5192105713434003,0.9514692794102081,2.7304109908303684,0.04853072058979191,0.028046885609473795,3.2650718321493915,1.4414871024426061,194.24203,4.594079631664803,r7,tail,4594.9078785559,399,35,342,47,1.0007745991114745,0.030558223715693406,14.557824297263968
247,1.7440386,0.4334635,8.69826,130.33277,0.82792,0.9880615243089,2.5000156756911003,0.988092717336057,2.4998159993490217,0.01190728266394303,0.002955235000722397,2.3032131906674054,1.7673341607967283,130.33277,6.512640714624176,r9,tail,5189.582985827277,303,32,234,48,0.9890412783021141,-0.009941376596779818,10.118383079907705
248,1.9002843,0.5490427,8.97249,339.42683,222.03114,0.85694707716039,2.94362152283961,2.2416229469021856,0.9429110383608423,0.057088961639157665,0.022719503150930725,2.619557105644764,1.6174527570004325,159.42683,5.726158810463488,r1,deep,1164.2259761699056,236,135,67,48,0.983792063494367,0.02256648665857276,15.552567130411113
249,2.0385349,0.5429831,17.09824,311.52793,326.17635,0.93164490053981,3.1454248994601905,0.9906459928685052,2.6188288559454405,0.009354007131494813,0.02055056124499727,2.910564490449466,1.5234055196769345,311.52793,5.153639456957579,r8,tail,250.58480868029253,579,89,458,48,0.9925750379929645,0.002704248131817418,15.784429320713295
250,1.6487207,0.7321107,3.77164,299.94859,315.19266,0.44167463421851,2.85576676578149,0.5035014987137663,1.5918817979412068,0.49649850128623374,0.02970371527012376,2.1169989174225647,1.8952560153840294,299.94859,7.08550197005411,r3,deep,1363.4960710825194,181,102,44,48,0.8828282318852978,-0.03305221458113425,23.981432271313746
251,3.0686144,0.6953931,16.40099,329.9873,214.63901,0.93472111967936,5.20250768032064,3.7037789761721727,1.0080052762379734,0.008005276237973424,0.014365819081329268,5.3754333085977715,1.2285487926498593,149.9873,2.790472718917032,r7,tail,3832.2804421394167,244,15,207,44,0.9927925774536998,-0.0179141680462147,15.240225802935363
252,2.6931172,0.6523674,15.97737,21.45675,28.04922,0.9362153343407199,4.450019065659281,0.9817411742111931,3.646307264909424,0.018258825788806887,0.013715052412072885,4.419599140049001,1.292431936915761,21.45675,3.3939729655739077,r2,deep,2770.7040892656305,124,74,38,48,0.989010326089908,-0.009937409746963104,12.758795735750514
253,1.3228073,0.4257499,38.24694,116.68273,105.45442,0.75962222430573,1.88599237569427,1.2216250387152008,0.9726804235010338,0.027319576498966214,0.03903464082208206,1.5214051232922716,2.917894465028979,296.68273,9.859306880432007,r5,tail,1171.0639314751008,153,53,69,48,1.0087856709966376,-0.059851971123037445,23.380393264259066
254,2.6708403,0.7024474,5.85396,13.78257,319.89695,0.7947154754497798,4.54696512455022,0.8800933378934763,2.9240127900401416,0.11990666210652368,0.032402921312887856,4.364875702754558,1.297187797808216,13.78257,3.4365239749058363,r7,tail,3707.460466103151,371,21,307,47,0.970155906371305,0.02681207500741173,15.9245004270422
255,1.0548885,0.3501936,1.97262,299.46913,24.07594,0.6854732985863999,1.4243037014135997,0.7012969079743634,1.3605184704600464,0.2987030920256366,0.028123315423188137,1.0834524020390488,12.982878569895238,299.46913,13.844632188520805,r3,deep,3947.2986797969966,114,82,25,48,0.8944880947889058,-0.02672873140843453,13.587664958027666
256,1.3650562,0.3767097,8.6717,358.6164,289.82431,0.8508262884148601,1.8792861115851398,1.0386471556813348,1.3429053314297015,0.03864715568133481,0.014338263650615949,1.594871868730836,2.6810342740420863,358.6164,9.405144258978416,r6,tail,5036.51126158332,151,51,57,48,1.004143219020413,-0.01689602483678503,12.129962423585607
257,1.1327841,0.2519251,17.74569,36.09232,76.66188,0.84740735232909,1.41816084767091,1.0026198664604205,1.1263523359724976,0.0026198664604204502,0.007652184515539296,1.2056485184586667,5.862665714759281,36.09232,12.44143692821553,r6,tail,2283.9696250879256,282,142,88,48,0.9896628136272048,0.01716291282933179,11.43541553401191
