id,a,e,i,q,Q,P_yr,U_opik,node_gap_AU,r_asc,r_desc,n_routes,n_routes_first3,n_routes_ge20,n_routes_ge28,n_leaf_routes,max_route_len,min_cost_per_target,min_leg_index,min_dv_est,median_dv_est,t_flyby_min_yr,t_flyby_max_yr
233,2.0188289,0.5270505,10.12318,0.95480411884055,3.0828536811594502,2.868463114668487,0.35676004301838654,0.041075444604250944,3.040667869878495,0.9589245553957491,11812,350,4773,1150,11812,37,0.0396,2,0.053,0.724,1.74,13.33
234,2.7659172,0.6897943,18.71928,0.8580032811680401,4.67383111883196,4.600009859239303,0.5980389017391454,0.02238165979561213,2.804578013530808,0.9776183402043879,19847,3743,5362,1758,19847,37,0.0394,1,0.0,0.749,2.72,12.0
235,2.0347462,0.8301183,9.20708,0.34566614352454,3.72382625647546,2.9024541580391596,0.9686572448142583,0.3842780130034986,1.3842780130034986,0.4099860138950954,8944,12,6145,2036,8944,35,0.0415,2,0.127,0.868,1.05,13.05
236,2.4821903,0.6104356,75.65689,0.9669729749053201,3.99740762509468,3.9106829795610647,1.4067166340621464,0.03283191912790728,0.9671680808720927,3.994076820847259,5418,23,1432,82,5418,36,0.0405,3,0.096,0.91,1.85,13.59
237,2.2359478,0.7350665,5.83305,0.5923774764713001,3.8795181235286997,3.34343196758727,0.7318724916973415,0.19798671151082992,1.4305852072772534,0.8020132884891701,9633,2402,4020,756,9633,37,0.0393,1,0.0,0.607,1.38,14.87
238,1.7270961,0.4871616,10.90394,0.8857212005702401,2.56847099942976,2.2697329124721284,0.4087044120263768,0.05430711622406559,2.1695061538193063,0.9456928837759344,19306,13013,7520,1386,19306,37,0.0392,1,0.0,0.758,1.22,14.96
239,0.9684505,0.6556432,36.24349,0.3334925151384,1.6034084848616001,0.9530510004165333,0.8768365911494914,0.04562423426806439,0.37511165270142316,1.0456242342680644,13534,25,7737,2247,13534,38,0.0386,1,0.054,0.68,0.56,14.93
240,1.4480275,0.3110773,28.00194,0.9975790149742501,1.89847598502575,1.742469619065185,0.5384240988938491,0.033418845210523074,1.7809334479345413,1.033418845210523,11023,101,8118,2706,11023,37,0.0397,2,0.068,1.021,1.82,14.06
241,1.3406221,0.7960261,31.4187,0.2734519181631901,2.40779228183681,1.5522424695564048,1.0285775434755446,0.06669481891705675,0.9333051810829432,0.33324365115360116,15673,7615,7896,2101,15673,37,0.0392,1,0.0,0.663,1.33,13.79
242,1.7115612,0.467301,1.91954,0.9117469396788,2.5113754603212,2.2391781577505823,0.3221240123487567,0.003991467815376959,1.003991467815377,2.0041713418658382,15199,2284,9091,3510,15199,37,0.0395,1,0.0,0.497,0.94,14.5
243,2.4093191,0.6573556,15.64982,0.8255396974280399,3.99309850257196,3.7397406522139596,0.5764184254299988,0.01020763132285707,0.9897923686771429,2.2150946672495655,9744,108,3018,361,9744,37,0.0392,2,0.052,0.875,3.59,14.95
244,1.6336517,0.3995551,19.45987,0.9809178316413301,2.28638556835867,2.0880418725708383,0.4223352056217639,0.00502404507638432,2.1653277012799093,1.0050240450763843,20332,7028,3727,641,20332,38,0.0384,1,0.0,0.602,1.45,14.05
245,1.9986322,0.5919158,7.7007,0.81561022243124,3.18165417756876,2.8255260789279677,0.49120076474468927,0.07756076120918443,1.6330373788022987,1.0775607612091844,8497,3016,3461,702,8497,38,0.0386,1,0.0,0.729,1.74,13.46
246,2.2008739,0.599006,9.59103,0.8825372286565999,3.5192105713434003,3.2650718321493915,0.45053372204716907,0.04853072058979191,0.9514692794102081,2.7304109908303684,9934,4,4287,927,9934,36,0.0405,3,0.044,0.989,2.72,12.63
247,1.7440386,0.4334635,8.69826,0.9880615243089,2.5000156756911003,2.3032131906674054,0.2716321882793791,0.01190728266394303,0.988092717336057,2.4998159993490217,6965,127,4851,1672,6965,37,0.0392,3,0.041,0.599,2.66,14.54
248,1.9002843,0.5490427,8.97249,0.85694707716039,2.94362152283961,2.619557105644764,0.44459151598862706,0.057088961639157665,2.2416229469021856,0.9429110383608423,27133,1005,9381,1260,27133,37,0.0395,1,0.0,0.623,3.13,13.99
249,2.0385349,0.5429831,17.09824,0.93164490053981,3.1454248994601905,2.910564490449466,0.4663785898762004,0.009354007131494813,0.9906459928685052,2.6188288559454405,21565,1194,6729,1453,21565,37,0.0393,1,0.0,0.766,0.68,12.4
250,1.6487207,0.7321107,3.77164,0.44167463421851,2.85576676578149,2.1169989174225647,0.8049464312773862,0.49649850128623374,0.5035014987137663,1.5918817979412068,23217,1255,12674,5362,23217,38,0.0384,1,0.0,0.676,1.42,14.59
251,3.0686144,0.6953931,16.40099,0.93472111967936,5.20250768032064,5.3754333085977715,0.5087779482203431,0.008005276237973424,3.7037789761721727,1.0080052762379734,6962,0,3383,275,6962,35,0.042,4,0.082,0.859,5.07,10.54
252,2.6931172,0.6523674,15.97737,0.9362153343407199,4.450019065659281,4.419599140049001,0.48706204268698916,0.018258825788806887,0.9817411742111931,3.646307264909424,8864,3001,5417,1424,8864,34,0.0426,3,0.026,0.874,3.14,12.06
253,1.3228073,0.4257499,38.24694,0.75962222430573,1.88599237569427,1.5214051232922716,0.7806558244489219,0.027319576498966214,1.2216250387152008,0.9726804235010338,11233,43,5528,941,11233,38,0.0386,2,0.048,0.787,1.67,15.0
254,2.6708403,0.7024474,5.85396,0.7947154754497798,4.54696512455022,4.364875702754558,0.5580146412278542,0.11990666210652368,0.8800933378934763,2.9240127900401416,7821,47,3295,283,7821,37,0.0396,1,0.0,1.199,1.36,14.63
255,1.0548885,0.3501936,1.97262,0.6854732985863999,1.4243037014135997,1.0834524020390488,0.35929377318299566,0.2987030920256366,0.7012969079743634,1.3605184704600464,20137,466,9160,2977,20137,37,0.0396,2,0.03,0.805,1.14,14.99
256,1.3650562,0.3767097,8.6717,0.8508262884148601,1.8792861115851398,1.594871868730836,0.3572167038642834,0.03864715568133481,1.0386471556813348,1.3429053314297015,15193,214,8020,2689,15193,38,0.0384,2,0.037,0.695,2.29,15.0
257,1.1327841,0.2519251,17.74569,0.84740735232909,1.41816084767091,1.2056485184586667,0.3940119499512991,0.0026198664604204502,1.0026198664604205,1.1263523359724976,27729,38,15852,6864,27729,38,0.0384,2,0.01,0.835,1.44,14.76
258,2.0032005,0.5285458,2.34859,0.9444172891671002,3.0619837108328998,2.8352191259204047,0.3159614535138645,0.05530888103046028,0.9446911189695397,3.0591087975427946,15683,324,11684,4842,15683,37,0.0393,1,0.0,0.654,1.03,15.0
259,2.6081047,0.7264292,8.34621,0.71350128926276,4.502708110737241,4.211991951610418,0.6483446062052521,0.04954203718520134,1.490687942093133,1.0495420371852013,7664,6,4341,1204,7664,37,0.0397,3,0.028,0.991,4.27,13.1
260,1.8760759,0.6999942,47.70709,0.56283365124022,3.1893181487597797,2.569659660409813,1.0726192618454242,0.032754151387650476,0.9672458486123495,0.9466046554057211,20474,4720,6429,1461,20474,37,0.0397,1,0.0,0.852,0.56,13.44
261,1.2601754,0.2638519,23.24895,0.9276757263767401,1.59267507362326,1.414641831495768,0.4655310833792839,0.008215820107735472,0.9917841798922645,1.433581874295961,4269,57,2368,1052,4269,38,0.0386,1,0.032,0.754,0.6,14.76
262,2.2374745,0.8467604,15.83674,0.34286969739020007,4.1320793026097995,3.3468568835045307,1.0109400659983903,0.2313023724479979,1.231302372447998,0.42618105531925693,11502,3607,5063,1802,11500,37,0.0395,2,0.087,0.578,1.15,14.61
263,1.7033695,0.4514134,4.64461,0.9344456825486999,2.4722933174513,2.2231220178523703,0.3023234997140543,0.05117675802591337,2.376997357552443,0.9488232419740866,31213,10486,8276,2590,31213,37,0.0396,1,0.0,0.592,2.51,14.04
264,2.6346737,0.7089438,8.17004,0.76683811536194,4.5025092846380605,4.276517507700801,0.5951106662661689,0.05485787312968704,0.945142126870313,2.136237943906136,32731,7247,14249,3607,32730,37,0.0392,2,0.108,0.775,2.52,11.49
265,1.5854827,0.8298543,18.97022,0.2697630638293899,2.90120233617061,1.9963756375107848,1.0200114744035909,0.13256209282637887,0.31558806918336585,1.1325620928263789,8920,136,5879,1860,8920,38,0.0386,2,0.083,0.641,1.38,13.42
266,1.8534617,0.5713813,5.70303,0.7944283443537901,2.91249505564621,2.5233379785353884,0.4867627753272634,0.13297687933275504,1.132976879332755,1.3898841105735347,9634,24,5305,1969,9633,36,0.0403,2,0.039,0.575,2.25,15.0
267,1.4525646,0.7875134,5.44387,0.30865051313436,2.59647868686564,1.7506655426068867,0.9125293831139497,0.2700824322172979,0.7299175677827021,0.44345314850534445,14250,288,7741,3786,14250,38,0.0384,1,0.0,0.632,1.22,13.83
268,2.2851226,0.5645735,14.38466,0.9950029357889,3.5752422642110995,3.4543334515638033,0.381075168825819,0.02394992466794954,3.2455601051417027,1.0239499246679495,34898,23149,10786,3014,34898,37,0.0394,1,0.0,0.554,1.53,12.01
269,1.0462949,0.2614281,13.47265,0.7727640122533099,1.31982578774669,1.0702399606397555,0.35208020718569366,0.09237407122784091,0.8800535048766968,1.092374071227841,12198,19,9218,4287,12198,37,0.0397,2,0.033,0.737,1.26,14.85
270,1.6131222,0.4573236,7.03616,0.8754033482560799,2.35084105174392,2.04880630557826,0.3716422245377451,0.09767557804567062,0.9023244219543294,2.1764614405658813,26905,12482,12611,3547,26905,37,0.0394,1,0.0,0.445,0.85,13.4
271,1.7609225,0.4444335,15.73453,0.9783095500962501,2.5435354499037497,2.3367398447619396,0.3791086354680153,0.01584563739255973,2.504858513688879,0.9841543626074403,28785,5063,14376,4573,28785,38,0.0386,1,0.0,0.516,1.85,13.63
272,1.0011647,0.6323842,2.63724,0.36804396212226004,1.6342854378777398,1.00174755859858,0.6727506398485409,0.47711678813256064,1.4771167881325606,0.3770795380718453,39402,15201,17537,3608,39402,36,0.0406,1,0.0,0.551,0.78,14.99
273,1.0798307,0.3558265,10.31047,0.69559832142645,1.46406307857355,1.1221050210660386,0.4037504888208864,0.07044645389252269,0.8428488738499975,1.0704464538925227,22555,1001,11831,3659,22555,38,0.0384,2,0.021,0.829,1.44,14.98
274,1.9415749,0.5246188,9.1404,0.9229882058518799,2.9601615941481203,2.7053983662726084,0.3775800543490793,0.0029194707687284494,0.9970805292312716,2.3904639275257282,11435,96,7431,1494,11435,37,0.0395,3,0.054,0.826,3.82,14.77
275,2.1642406,0.6038118,23.29362,0.85744658768092,3.4710346123190794,3.1838918691057896,0.6194754957351468,0.03716496418341331,2.040045419909024,1.0371649641834133,15030,30,5817,1486,15030,37,0.0393,2,0.07,0.613,3.79,13.43
276,2.3588705,0.5957228,6.73598,0.9536375609026,3.7641034390973998,3.62289834820305,0.35485385520350393,0.016999647553468278,0.9830003524465317,3.367113397767484,11391,463,6860,2496,11391,36,0.0408,3,0.077,0.449,1.44,12.47
277,2.0579468,0.5333723,40.35278,0.9602949820063599,3.1555986179936397,2.952236976494155,0.8152224742434092,0.03968863582838922,0.9603113641716108,3.155421731878373,7769,4459,2813,919,7769,37,0.0393,1,0.0,0.096,0.77,12.59
278,2.3312231,0.8971259,8.35561,0.2398224783117099,4.42262372168829,3.559391481904633,1.111901958147974,0.016917269763344733,0.9830827302366553,0.29597597071374193,27268,13959,15809,5075,27268,37,0.039,1,0.0,0.0,0.64,14.95
279,1.8785895,0.6542666,7.14292,0.6494911350392999,3.1076878649607003,2.574825703699496,0.640842519625931,0.07786812527175346,0.9221318747282465,1.286991439638049,13544,5300,6807,2908,13544,38,0.0384,1,0.0,0.393,0.7,13.96
280,1.4898909,0.3766319,36.78219,0.92875045954029,2.0510313404597103,1.8185770301184006,0.7194226481630809,0.05986498272097396,0.940135017279026,1.9976105855987747,7121,226,2751,493,7121,38,0.0384,1,0.0,1.076,2.67,13.62
281,1.2314876,0.4863989,21.38605,0.63249338599636,1.8304818140036399,1.3666114807110923,0.6182924189145751,0.03759496828921127,0.9188770396342658,0.9624050317107887,10119,1856,5540,1778,10119,37,0.0394,2,0.011,0.682,1.48,14.88
282,2.8622597,0.6655032,31.15841,0.9574167104189601,4.76710268958104,4.842432255537797,0.6995891690144871,0.020938173100509827,1.0209381731005098,3.639578947156367,13295,136,4449,251,13295,35,0.0413,2,0.088,1.143,5.43,10.36
283,1.6012102,0.3935463,8.07603,0.9710598502677399,2.23136054973226,2.0261543297033993,0.2683076044928338,0.05195123121280898,1.8962907261832254,1.051951231212809,7950,33,5796,3359,7950,37,0.0394,2,0.024,0.564,2.2,14.67
284,2.0839918,0.6247885,1.79833,0.7819376892657002,3.3860459107343,3.0084583868225243,0.5166696793194616,0.26341678431441307,1.2776294408162094,1.263416784314413,26742,560,14393,4898,26742,37,0.0394,1,0.0,0.64,0.47,12.85
285,1.806807,0.4745797,35.13666,0.9493330759820999,2.6642809240179,2.4286651818949108,0.7151255936287042,0.04441819682560122,2.1220789712422126,1.0444181968256012,13860,5701,5300,1727,13860,38,0.0386,1,0.0,1.116,2.74,14.93
286,1.2294271,0.3545467,10.38842,0.7935377788044301,1.6653164211955702,1.3631830360201596,0.38349740411767114,0.06096093772425848,1.2566800326096335,0.9390390622757415,22036,1683,12865,4698,22036,38,0.0384,2,0.057,0.67,1.25,14.95
287,2.8115977,0.6453388,9.76964,0.9971646141992401,4.6260307858007605,4.7144362674436655,0.34598508317205945,0.004833208063808048,1.004833208063808,4.467847089470061,6471,0,2371,522,6471,37,0.0396,4,0.074,1.036,4.61,14.2
288,1.4205196,0.3100408,9.33904,0.98010056680032,1.8609386331996798,1.693054138116323,0.24458332330868066,0.002651752928534923,0.9973482470714651,1.80177618752437,13767,100,9304,3196,13767,37,0.0396,1,0.0,0.88,0.7,14.58
289,1.9169005,0.6086928,5.82974,0.7500969673335999,3.0837040326664,2.6539904512957184,0.5410279815904374,0.19003737965209866,1.1900373796520987,1.2237856446051703,25331,4928,15036,5234,25331,38,0.0384,1,0.0,0.434,2.05,13.14
290,2.2370779,0.7053356,7.30064,0.6591872171567601,3.81496858284324,3.3459670602115725,0.6705774542102422,0.11854814228115618,1.5512217528617334,0.8814518577188438,11341,115,6003,1432,11341,37,0.0396,2,0.049,0.87,1.86,12.27
291,2.0010871,0.6036324,3.57805,0.79316609121796,3.2090081087820397,2.830733525431735,0.4990551611641648,0.024993133296411396,0.9750068667035886,1.828959534868051,34220,29709,14913,6468,34220,38,0.0384,1,0.0,0.181,0.77,15.0
292,1.3473749,0.4608939,2.51747,0.7263780275768899,1.96837177242311,1.5639853441824774,0.44671116549097273,0.20726496566590302,0.792735034334097,1.6044354415819297,21765,4934,11660,2818,21765,38,0.0386,1,0.0,0.749,1.98,14.98
293,1.1141409,0.8020542,2.35416,0.22053951176321995,2.00774228823678,1.176007729294365,0.9179759612031223,0.02154265604805694,0.24935231923644433,0.9784573439519431,26100,3826,17700,7593,26100,38,0.0384,1,0.0,0.591,0.15,14.32
294,0.7812752,0.336871,3.7759,0.5180862421008,1.0444641578991998,0.690567377067322,0.24328002474152705,0.16798729389130296,0.5932237512303277,0.832012706108697,22548,5639,11732,2858,22548,37,0.0397,1,0.0,0.546,0.59,14.91
295,1.8981802,0.4494911,12.40454,1.0449650939037802,2.75139530609622,2.6152075322054364,0.26306761420543623,0.05389155892410824,2.6913735402364836,1.0538915589241082,14550,4690,5677,1311,14549,37,0.0394,2,0.086,0.76,2.64,13.22
296,0.6352314,0.5311116,18.943,0.29785263477576,0.97261016522424,0.5062883524360839,0.38509032510179986,0.0355025130939175,0.29862184912593065,0.9644974869060825,27409,4209,13708,4586,27409,38,0.0385,1,0.0,0.694,1.14,14.9
297,0.6950149,0.3798994,24.30945,0.43097915649894,0.95905064350106,0.5794169195668989,0.394445599533216,0.0421481216997468,0.9578518783002532,0.43122167846677084,45292,10552,25136,9461,45292,38,0.0384,1,0.0,0.335,0.81,14.83
298,1.2994529,0.3037728,29.79622,0.90471445409888,1.6941913459011197,1.4812924661180322,0.5877676864725042,0.025426212070730925,1.025426212070731,1.3881774918512029,11365,15,6522,1138,11365,37,0.0397,1,0.0,0.759,0.94,14.81
299,1.0593695,0.4440101,11.16926,0.5889987423680499,1.52974025763195,1.0903632305317126,0.49649277774228123,0.06256554390383884,0.709026847821678,1.0625655439038388,33866,752,20649,6970,33866,37,0.0392,2,0.051,0.639,1.45,14.84
300,1.8957515,0.8108675,20.38021,0.3585482205737501,3.4329547794262503,2.6101899455601796,0.9807254354519617,0.016875264210376995,0.48469468360876844,0.983124735789623,26174,22387,8820,1803,26174,38,0.0384,1,0.0,0.0,0.93,14.03
