ID,a,e,i,Omega,omega,M,q,Q,period_yr,match_full_name,pdes,spkid,kind,sbdb_class,pha,H,diameter_km,moid_au,data_arc_d,n_obs,condition_code,first_obs,last_obs,soln_date,orbit_id,sbdb_epoch_jd,sbdb_a,sbdb_e,sbdb_i,sbdb_om,sbdb_w,sbdb_ma,match_dist,second_best,second_dist,dM_sbdb,hz_a,hz_e,hz_i,hz_om,hz_w,hz_ma,hz_da,hz_de,hz_di,hz_dom,hz_dw,hz_dM,hz_maxdev
155,1.2344234,0.2800086,19.00837,286.22318,306.85627,52.24722,0.8887742319587602,1.58007256804124,1.371501284139249,90403 (2003 YE45),90403,20090403,an,APO,Y,17.77,0.572,.0367498,13280,2216,0,1989-09-12,2026-01-21,2026-04-10 06:56:31,282,2461200.5,1.234423434638001,0.280008595598582,19.00837087284189,286.2231810721929,306.8562720209501,52.24723314971248,0.00012754021199304786,(2021 NC),277.8763475016231,1.3149712486892895e-05,1.234423434644703,0.2800085956304255,19.00837087242945,286.2231810698466,306.8562720219583,52.24723310731251,3.46447028842789e-08,-4.369574480023175e-09,8.724294495721097e-07,1.069846575774136e-06,2.0219583234393212e-06,1.3107312497595558e-05,1.3107312497595558e-05
156,1.8597596,0.4519655,26.05772,173.52007,3.5577,339.66621,1.0192124225062,2.7003067774938003,2.5362100186984438,139211 (2001 GN2),139211,20139211,an,AMO,Y,17.77,,.0257541,9574,252,0,1999-09-07,2025-11-23,2025-11-23 05:24:16,67,2461200.5,1.859759545132121,0.4519655765533759,26.05772501948061,173.5200859697932,3.557657457048848,339.6662854214073,0.0022916768082961816,(2009 ED1),256.21514048120486,7.542140730265601e-05,1.859759544994293,0.4519655765460188,26.05772501811827,173.5200859694917,3.557657460246291,339.6662854351833,-5.500570710026409e-08,7.6546018801249e-08,5.0181182693620485e-06,1.5969491698797356e-05,-4.2539753707160344e-05,7.543518330521692e-05,7.543518330521692e-05
157,2.7471745,0.7063586,20.66508,138.78161,235.30583,88.37216,0.8066841662243001,4.6876648337757,4.553332549864694,620055 (2003 BK47),620055,20620055,an,APO,Y,17.77,,.0209465,8415,636,0,2003-01-30,2026-02-13,2026-02-14 05:54:54,125,2461200.5,2.747174540821461,0.7063585834326411,20.66508696159044,138.7816005083313,235.3058388546529,88.37215486268683,0.0007383530910171995,(2022 SQ48),363.06162795347666,-5.137313166869717e-06,2.747174542005822,0.7063585833252521,20.66508696015127,138.7816005177748,235.3058388432221,88.37215458772647,4.200582193192304e-08,-1.6674747804756862e-08,6.960151271329096e-06,-9.482225209467288e-06,8.84322210481514e-06,-5.41227353778595e-06,9.482225209467288e-06
158,2.8512813,0.6598776,20.67934,38.60318,347.10424,198.33004,0.9697846388311202,4.73277796116888,4.81459874928767,(2019 CE4),2019 CE4,50838263,au,APO,Y,17.78,,.0129605,2054,397,0,2018-07-15,2024-02-28,2025-12-20 05:22:13,91,2461200.5,2.851281340369222,0.6598775679149641,20.67933804315584,38.60318057002632,347.1042330546801,198.3300456158745,0.00036976555607997637,(2010 UL7),323.21620961631527,5.615874499653728e-06,2.851281340063212,0.6598775679194644,20.67933804183067,38.60318056926998,347.1042330525406,198.3300456385849,4.006321185912043e-08,-3.208053556136292e-08,-1.95816933157289e-06,5.692699858173e-07,-6.947459382899979e-06,5.638584894995802e-06,6.947459382899979e-06
159,2.6909603,0.6769401,5.39883,105.20898,246.81591,46.08331,0.8693413654219698,4.51257923457803,4.414290761077776,329614 (2003 KU2),329614,20329614,an,APO,Y,17.78,,.0268841,8321,380,0,2003-04-05,2026-01-15,2026-01-16 05:27:56,110,2461200.5,2.690960344725697,0.6769400795465187,5.398824320286693,105.2089516760044,246.815942790354,46.08330963165954,0.0021858549196990705,(2026 PB7),450.0500678176175,-3.683404656840139e-07,2.690960345128329,0.6769400795416955,5.398824321582778,105.2089517280913,246.8159427484482,46.08330958284343,4.51283290736626e-08,-2.0458304494930246e-08,-5.678417222654275e-06,-2.8271908718124905e-05,3.2748448205666136e-05,-4.1715657062013634e-07,3.2748448205666136e-05
160,2.3202498,0.5611728,1.94299,264.05008,278.72548,299.64091,1.0181887230345599,3.62231087696544,3.5342894625199937,200840 (2001 XN254),200840,20200840,an,AMO,Y,17.80,,.0396548,11271,729,0,1994-12-08,2025-10-17,2026-06-10 06:20:05,JPL 73,2461200.5,2.320249755637337,0.5611728363177627,1.942988725829591,264.0501161877705,278.7254407512582,299.6409093070652,0.002671394564431869,(2017 DO109),323.96598514223507,-6.929348046469386e-07,2.320249755221412,0.5611728362975427,1.94298872548482,264.0501162858434,278.7254406638294,299.6409096627077,-4.477858794871281e-08,3.6297542638230595e-08,-1.2745151800608312e-06,3.628584340731322e-05,-3.933617063012207e-05,-3.3729230608514627e-07,3.933617063012207e-05
161,2.6899898,0.7933788,17.17979,353.93105,95.746,268.90664,0.55580892046376,4.824170679536241,4.411902942742463,523589 (2001 HA4),523589,20523589,an,APO,Y,17.79,1.851,.0253332,8073,243,0,2001-04-16,2023-05-24,2023-05-27 06:49:48,66,2461200.5,2.689989785933998,0.7933788263092513,17.17978561192921,353.9310576354051,95.74599264594673,268.9066364235276,0.0005762449548747445,(2004 DM44),457.2648843861241,-3.576472408894915e-06,2.689989785152301,0.7933788263374643,17.1797856138764,353.9310576307373,95.74599266115062,268.9066366852663,-1.4847699070230647e-08,2.633746420954708e-08,-4.3861235994313574e-06,7.63073728649033e-06,-7.33884937176299e-06,-3.3147337035188684e-06,7.63073728649033e-06
162,0.8649325,0.2085728,16.72622,96.44687,16.61338,131.0089,0.684531106664,1.045333893336,0.8044023379259045,152637 (1997 NC1),152637,20152637,an,ATE,Y,17.87,,.0167127,10637,1117,0,1997-07-05,2026-08-19,2026-08-28 10:41:00,JPL 130,2461200.5,0.8649325296318918,0.2085727665766888,16.72621518186479,96.4468664198229,16.61337291110804,131.008915837509,0.00047016776833692513,(2019 YE5),532.9161641430085,1.5837508982485815e-05,0.86493252963074,0.208572766574522,16.72621518188922,96.4468664197379,16.61337290884862,131.0089158391044,2.963073997275245e-08,-3.342547799656259e-08,-4.818110781457108e-06,-3.5802621027869463e-06,-7.091151388749495e-06,1.5839104378301272e-05,1.5839104378301272e-05
163,1.0494373,0.4990536,26.60392,165.54034,72.16443,97.54199,0.5257118374607199,1.5731627625392797,1.0750650524318957,310560 (2001 QL142),310560,20310560,an,APO,Y,17.80,0.654,.0486259,16496,367,0,1974-10-14,2019-12-13,2024-01-19 22:27:01,81,2461200.5,1.049437312687728,0.499053599768192,26.60393150918484,165.5403637718832,72.16439742072484,97.54195724741341,0.0020970439998458934,(2010 RJ53),263.37389673941294,-3.275258660551117e-05,1.049437312672698,0.4990535997690232,26.60393150866132,165.5403637678668,72.16439742552278,97.54195725122989,1.267269800209192e-08,-2.3097679324735054e-10,1.1508661319936664e-05,2.3767866821344796e-05,-3.257447721694007e-05,-3.2748770109947145e-05,3.2748770109947145e-05
164,1.5428663,0.6459551,7.30927,243.71849,76.88929,219.6006,0.54624394489687,2.5394886551031304,1.9164277004912758,381906 (2010 CL19),381906,20381906,an,APO,Y,17.80,0.520,.0110155,9158,1127,0,2001-01-25,2026-02-21,2026-02-22 05:53:06,169,2461200.5,1.542866323559078,0.6459550723446466,7.30926545222838,243.7184827119323,76.88930101768003,219.6005847531547,0.0007011297183763264,(2020 LB),297.37499332439785,-1.5246845293859224e-05,1.54286632353035,0.6459550723879469,7.309265451814172,243.7184826978866,76.88930103191504,219.6005847836101,2.3530349890776847e-08,-2.761205308843273e-08,-4.548185827957241e-06,-7.302113402829491e-06,1.1031915050807584e-05,-1.5216389897432236e-05,1.5216389897432236e-05
165,1.198012,0.8502024,19.13504,303.99962,224.53117,102.10701,0.1794593223712,2.2165646776288,1.3112688739772396,141851 (2002 PM6),141851,20141851,an,APO,Y,17.81,,.038741,9459,916,0,2000-09-20,2026-08-14,2026-08-23 06:49:42,JPL 174,2461200.5,1.198012037764579,0.8502024250127005,19.13504234999855,303.9996068790337,224.5311715655814,102.1070342976855,0.000673989570066715,189865 (2003 NC),821.9096159009739,2.4297685513374745e-05,1.198012037784234,0.8502024249848529,19.13504235131325,303.9996068831105,224.531171562328,102.107034231577,3.778423396383346e-08,2.498485285329366e-08,2.351313248993847e-06,-1.3116889476805227e-05,1.562328009185876e-06,2.4231577015143557e-05,2.4231577015143557e-05
166,2.820635,0.6509089,20.77419,76.38375,20.49371,187.91707,0.9846585748484998,4.6566114251515,4.737184895435214,(2004 UV1),2004 UV1,50260316,au,APO,Y,17.81,,.0229438,7203,787,0,2004-09-18,2024-06-08,2025-12-22 05:37:18,160,2461200.5,2.820634972513779,0.6509088552804247,20.77418452804262,76.38374136742331,20.49372055383279,187.9170695100077,0.000740521819308143,(1997 XS2),376.40205151825637,-4.899922885215346e-07,2.688590959360921,0.1830392679585453,12.51707452788618,74.73221489826645,240.534444510797,33.79729419261594,-0.13204404063907882,-0.4678696320414547,-8.25711547211382,-1.6515351017335433,-139.959265489203,-154.11977580738406,154.11977580738406
167,2.7239489,0.6517055,73.64108,249.00759,145.39576,104.41813,0.9487364201510499,4.49916137984895,4.4957115045738725,(2020 QF6),2020 QF6,54051415,au,APO,Y,17.81,,.0323996,3309,82,0,2015-06-07,2024-06-28,2024-06-29 06:20:46,20,2461200.5,2.72394892390236,0.6517054185265193,73.6410903267761,249.0075869805315,145.3957726474187,104.4181078293207,0.0008464128847665875,(2023 HQ2),1237.3670642622053,-2.2170679301325436e-05,2.723948924432204,0.651705418495458,73.64109032285941,249.0075869757964,145.3957726402164,104.4181077151688,2.443220425973891e-08,-8.150454200439583e-08,1.0322859409939156e-05,-3.024203579116147e-06,1.2640216397130644e-05,-2.228483120347846e-05,2.228483120347846e-05
168,1.6075949,0.3799384,23.65377,3.07513,27.01906,174.30476,0.99680786584584,2.2183819341541597,2.0382850993228874,657084 (2016 GT220),657084,20657084,an,APO,Y,17.83,,.0235891,12297,205,0,1992-08-21,2026-04-22,2026-04-23 06:23:01,48,2461200.5,1.607594860738311,0.3799384085973279,23.65376877343015,3.075129855288023,27.01903627117692,174.3048051438272,0.001188820122891799,(2024 SQ1),303.78688425983097,4.5143827207994036e-05,1.607594860733307,0.3799384086303705,23.65376877272702,3.075129855086265,27.01903626435264,174.3048051457338,-3.926669300824415e-08,8.630370473827753e-09,-1.2272729819073902e-06,-1.4491374145109148e-07,-2.3735647346256883e-05,4.5145733821527756e-05,4.5145733821527756e-05
169,2.3875802,0.6134804,12.81196,41.67682,233.72284,213.00177,0.9228465438719199,3.85231385612808,3.6892403758143426,853424 (2009 FU4),853424,20853424,an,APO,Y,17.84,,.0446894,8066,213,0,2002-11-04,2024-12-04,2025-10-30 18:15:08,62,2461200.5,2.387580189894896,0.6134803938984998,12.81195351824008,41.67678235480034,233.7228712654825,213.0017742582783,0.002468200293484041,(2023 HL7),350.81181924694226,4.258278295310447e-06,2.38758019043233,0.6134803938550901,12.81195351871076,41.67678236244429,233.7228712674062,213.0017741199855,-9.567669767562847e-09,-6.14490991424077e-09,-6.481289238635668e-06,-3.76375556925268e-05,3.126740620018609e-05,4.119985504758006e-06,3.76375556925268e-05
170,1.5519617,0.4781415,3.58083,135.03605,160.00503,203.51505,0.80990440481945,2.2940189951805503,1.933399041775956,5189 (1990 UQ),5189,20005189,an,APO,Y,17.85,,.0448382,12870,1632,0,1990-10-20,2026-01-14,2026-08-23 06:49:13,JPL 319,2461200.5,1.551961739898349,0.4781415321583818,3.580830227199673,135.0360559528064,160.0050274140075,203.5150472254588,0.0003334152477827293,(2022 TJ1),308.8060108256996,-2.77454120123366e-06,1.551961739897047,0.4781415322086639,3.580830228546808,135.0360559442056,160.0050274243269,203.5150472348944,3.989704699947083e-08,3.2208663902633106e-08,2.2854680770123537e-07,5.9442056112857244e-06,-2.575673107685361e-06,-2.765105591606698e-06,5.9442056112857244e-06
171,1.4778142,0.7523783,18.03421,139.50669,303.92609,224.16609,0.36593886448813995,2.5896895355118605,1.796510471352989,37655 Illapa (1994 PM),37655,20037655,an,APO,Y,17.85,,.0249038,10923,658,0,1994-08-01,2024-06-27,2024-06-28 06:19:29,127,2461200.5,1.477814186965104,0.7523782827017306,18.03420930483809,139.5066881446564,303.9260932191344,224.1660917123815,0.0001925818507441326,846655 (2020 HW9),621.7698780560609,1.7123815041486523e-06,1.477814186828593,0.7523782826518058,18.03420930357062,139.5066881500409,303.9260932185234,224.1660918336573,-1.3171407076129071e-08,-1.7348194214505952e-08,-6.964293817190992e-07,-1.8499590908049868e-06,3.2185234317694267e-06,1.8336573077704088e-06,3.2185234317694267e-06
172,1.3355986,0.30557,17.25133,116.63182,133.85767,285.77557,0.9274797357979999,1.743717464202,1.543525940808557,13651 (1997 BR),13651,20013651,an,APO,Y,17.86,0.562,.0145228,16820,1174,0,1980-02-09,2026-02-27,2026-02-28 05:52:24,193,2461200.5,1.335598603237952,0.3055700479680548,17.25133100963922,116.6318428592888,133.857631630789,285.7755988664356,0.0022357596566883065,(2014 BG3),347.8306858697193,2.8866435570762405e-05,1.335598603289685,0.3055700480166552,17.25133101060917,116.631842855039,133.8576316461596,285.7755988034598,3.289684968876827e-09,4.801665520748344e-08,1.0106091714590093e-06,2.2855038992020127e-05,-3.835384040939971e-05,2.8803459770188056e-05,3.835384040939971e-05
173,1.9033297,0.5521532,8.2711,238.33422,114.7426,315.7709,0.85240011548996,2.95425928451004,2.625856790317776,363790 (2005 JE46),363790,20363790,an,APO,Y,17.85,,.0289776,15355,1221,0,1984-06-22,2026-07-07,2026-08-25 07:23:07,JPL 172,2461200.5,1.903329683973297,0.5521532166194257,8.271102237953134,238.3342214208486,114.742594233236,315.7708947876546,0.0003194819341220509,(2020 WY4),277.2344144166889,-5.212345399741025e-06,1.903329684070594,0.5521532166485238,8.271102237723868,238.3342214101537,114.7425942435056,315.770894807246,-1.5929406016468306e-08,1.6648523781803704e-08,2.237723867537511e-06,1.4101537146871124e-06,-5.756494402930912e-06,-5.1927539743701345e-06,5.756494402930912e-06
174,1.871303,0.4865443,14.39783,10.77506,217.49146,171.03786,0.9608311917770999,2.7817748082229,2.559859744013475,154269 (2002 SM),154269,20154269,an,APO,Y,17.87,,.0236047,8466,343,0,2002-09-13,2025-11-17,2026-08-19 06:51:06,JPL 91,2461200.5,1.871302995671448,0.4865442672364394,14.39783948302162,10.77504408081677,217.4914720973867,171.0378667889931,0.001108399605998946,(2022 GG),160.4091925743203,6.788993118789222e-06,1.871302996005178,0.4865442671820742,14.39783948225789,10.77504408233429,217.4914720978618,171.0378665785945,-3.994822028730027e-09,-3.281792576581566e-08,9.482257889104062e-06,-1.5917665706410844e-05,1.2097861798565646e-05,6.578594508255264e-06,1.5917665706410844e-05
175,1.8146854,0.4508695,13.20499,120.97348,13.20651,252.41815,0.9964991010446999,2.6328716989553,2.4445674104681014,366774 (2004 TB18),366774,20366774,an,APO,Y,17.87,0.859,.0196093,7611,708,0,2004-09-21,2025-07-24,2026-08-25 07:23:09,JPL 159,2461200.5,1.814685395331521,0.4508694618672779,13.204990676041,120.9734891470633,13.20650037090113,252.4181532636878,0.0006692918440379065,(2016 YF11),248.59348624768558,3.263687801791093e-06,1.814685395729933,0.4508694618525412,13.20499067456996,120.9734891459273,13.20650037118692,252.418152958066,-4.270066966682862e-09,-3.814745880292847e-08,6.745699590027243e-07,9.145927322151692e-06,-9.628813074868958e-06,2.958066005476212e-06,9.628813074868958e-06
176,2.651727,0.6186491,2.63958,305.16698,42.22519,295.35291,1.0112384780043002,4.2922155219957,4.31810517342461,100085 (1992 UY4),100085,20100085,an,APO,Y,17.89,,.0251337,15931,663,0,1979-06-29,2023-02-09,2026-09-04 06:21:23,JPL 117,2461200.5,2.651726946579533,0.6186490636296388,2.639581586963602,305.1669824278607,42.22518122350115,295.3529120824176,0.0004708977505609398,(2009 QG2),360.2830645617912,2.082417609017284e-06,2.651726945048159,0.6186490637913369,2.639581584438141,305.1669823722007,42.22518126415699,295.3529125393466,-5.4951841299555326e-08,-3.6208663067860414e-08,1.584438141133404e-06,2.372200697209337e-06,-8.735843010754252e-06,2.539346610319626e-06,8.735843010754252e-06
177,2.6775747,0.7347815,5.37753,52.45999,309.87022,205.78151,0.7101423455719501,4.64500705442805,4.381394852498245,529668 (2010 JL33),529668,20529668,an,APO,Y,17.89,1.778,.0312356,9721,760,0,1997-06-04,2024-01-15,2026-09-03 06:19:21,JPL 101,2461200.5,2.6775747505876,0.7347815035045862,5.377536930970271,52.46000390105238,309.8702061867048,205.7815002601251,0.0010405864024451677,(2018 MV6),176.23838459418488,-9.739874883507582e-06,2.67757475070013,0.7347815034892635,5.377536928854962,52.46000392647085,309.8702061440903,205.7815002179037,5.07001298721832e-08,3.4892635447647535e-09,6.928854961785191e-06,1.3926470842307026e-05,-1.3855909742233052e-05,-9.782096299204568e-06,1.3926470842307026e-05
178,1.9499674,0.754667,12.37568,102.72819,263.65389,332.97439,0.47839135214420003,3.4215434478558,2.7229585236865272,430804 (2005 AD13),430804,20430804,an,APO,Y,17.89,,.0173004,7850,1143,0,2005-01-09,2026-07-08,2026-07-16 07:50:41,JPL 170,2461200.5,1.949967352594378,0.7546670063289861,12.37568425486983,102.7281966170557,263.6538772671306,332.974389557339,0.0007499638541205348,(2016 AU193),301.4469268232786,-4.426610189511848e-07,1.949967352860859,0.7546670063281722,12.37568425562366,102.728196638886,263.6538772444766,332.9743894505052,-4.713914103504635e-08,6.328172208469596e-09,4.2556236614643694e-06,6.6388860204824596e-06,-1.275552341439834e-05,-5.494948140949418e-07,1.275552341439834e-05
179,1.6284721,0.7761449,34.254,40.072,110.83482,58.33517,0.36454178479270993,2.89240241520729,2.078119337165836,(2019 RU3),2019 RU3,50843881,au,APO,Y,17.94,,.0496248,3243,264,0,2016-09-28,2025-08-15,2025-08-16 06:20:20,53,2461200.5,1.628472130752825,0.7761450429070931,34.2540175133348,40.07197980846782,110.8348440293191,58.33516218768616,0.0018199431567812042,(2020 HU5),548.5123333804413,-7.812313839394847e-06,1.628472130668278,0.7761450428909044,34.25401751480682,40.07197980382135,110.8348440345985,58.3351622157018,3.0668277917200726e-08,1.428909043310611e-07,1.7514806820884132e-05,-2.01961786387983e-05,2.403459851052503e-05,-7.784298190927075e-06,2.403459851052503e-05
180,2.0023318,0.6066269,31.29757,44.62004,291.22498,309.13373,0.78766346739458,3.2170001326054196,2.833375061022828,746849 (2012 HJ1),746849,20746849,an,APO,Y,17.94,,.0338343,5178,392,0,2012-04-16,2026-06-20,2026-06-20 06:22:23,JPL 70,2461200.5,2.002331828991466,0.6066269334738348,31.29758909203744,44.62003781886106,291.2249831776176,309.1337210491067,0.0009765878257401797,(2015 GZ13),488.42892868827494,-8.950893288783845e-06,2.002331829228324,0.6066269334774492,31.29758909067643,44.62003782336418,291.2249831761848,309.133720998191,2.922832420537702e-08,3.347744925719098e-08,1.909067642813511e-05,-2.1766358315744583e-06,3.17618480494275e-06,-9.00180901908243e-06,9.00180901908243e-06
181,1.6376834,0.417425,4.68129,268.50377,24.9458,25.72688,0.9540734067550001,2.321293393245,2.0957762784549803,136617 (1994 CC),136617,20136617,an,APO,Y,17.97,,.0162127,13277,739,0,1988-09-14,2025-01-20,2025-01-20 05:58:46,177,2461200.5,1.637683450192343,0.4174249722429326,4.681286225579768,268.5037747363562,24.94578924980467,25.72688066519413,0.0006214628989965905,(2025 MP1),327.03144461229346,6.651941362179059e-07,1.637683450166902,0.4174249722657032,4.681286224585995,268.503774729916,24.94578925757455,25.7268806016436,5.0166901965909005e-08,-2.773429680358319e-08,-3.7754140045365148e-06,4.729916042833793e-06,-1.074242544518711e-05,6.016435918354546e-07,1.074242544518711e-05
182,1.7732549,0.7441422,9.06773,159.49235,79.18077,229.29091,0.45370109755322,3.09280870244678,2.3613303706257667,162825 (2001 BO61),162825,20162825,an,APO,Y,17.97,,.0162558,8023,454,0,2000-12-03,2022-11-21,2023-09-01 05:59:53,110,2461200.5,1.773254902814083,0.744142237969198,9.067726920659815,159.4923471352508,79.18076486141209,229.2909154819126,0.0003406025291149989,(2016 DV1),392.9115807391413,5.481912609184292e-06,1.773254902903789,0.744142237994734,9.06772692040404,159.4923471144633,79.18076488226434,229.2909154232787,2.9037889870409117e-09,3.799473402565923e-08,-3.079595959576409e-06,-2.8855366736024735e-06,-5.117735668136447e-06,5.423278707894497e-06,5.423278707894497e-06
183,1.0348698,0.1921328,21.47,322.74951,99.04605,0.79457,0.83603736769056,1.23370223230944,1.0527580477720782,443103 (2013 WT67),443103,20443103,an,APO,Y,17.97,,.0129713,2722,630,0,2013-11-29,2021-05-13,2025-11-14 05:39:39,138,2461200.5,1.034869794870013,0.1921328069258262,21.47000941550348,322.7495057515899,99.04605382677863,0.7945294913387765,0.0005509814041960706,(2020 QV2),298.46612201407737,-4.050866121474428e-05,1.034869794851173,0.1921328069367106,21.470009415674,322.7495057507073,99.04605381925607,0.7945296139208134,-5.148827142420487e-09,6.936710594818152e-09,9.415674000479157e-06,-4.249292658187187e-06,3.819256079395927e-06,-4.038607917777881e-05,4.038607917777881e-05
184,2.5105878,0.6197731,10.13806,61.82536,314.56221,138.81068,0.9545930163718201,4.06658258362818,3.977984816238576,482467 (2012 LK9),482467,20482467,an,APO,Y,17.98,,.0466149,4633,152,0,2012-06-12,2025-02-17,2025-02-18 05:51:57,47,2461200.5,2.510587799401958,0.6197731319147396,10.138064425812,61.82534738313041,314.5622282900184,138.8106799901808,0.001134601040224969,(2021 VM5),129.35292301822642,-9.819189017434837e-09,2.510587800800502,0.6197731318883174,10.13806442208706,61.82534739684971,314.5622282823669,138.8106795381002,8.005018869994274e-10,3.188831743106135e-08,4.4220870609734675e-06,-1.260315031004211e-05,1.8282366909261327e-05,-4.61899787751463e-07,1.8282366909261327e-05
185,1.6398395,0.7381438,16.44727,322.05585,71.9113,283.45084,0.42940214007989996,2.8502768599201,2.0999164469893308,741491 (2006 DU62),741491,20741491,an,APO,Y,17.99,,.0055982,6966,257,0,2006-02-25,2025-03-23,2025-03-25 06:21:43,48,2461200.5,1.639839530771849,0.7381437308911476,16.44727996153251,322.0558553798554,71.91129960188606,283.450820728313,0.000583853331239503,(2024 CH4),385.9652197901361,-1.9271687051514164e-05,1.639839530731137,0.7381437308839288,16.44727996113534,322.0558553658249,71.9112996091636,283.450820774846,3.073113719054277e-08,-6.911607119963747e-08,9.961135340574856e-06,5.365824904401961e-06,-3.9083639080672583e-07,-1.9225154005653167e-05,1.9225154005653167e-05
186,1.1897113,0.2780801,30.12309,292.44372,84.19068,219.44023,0.85887626272487,1.5205463372751298,1.2976643685164475,348314 (2005 BC),348314,20348314,an,APO,Y,18.00,,.0448302,7644,1649,0,2005-01-16,2025-12-21,2026-09-03 06:19:09,JPL 122,2461200.5,1.189711275924193,0.2780801330047022,30.12309373912285,292.4437159627331,84.19068038958318,219.440235353806,0.0002846361403492596,(2026 AE1),253.08208020589004,5.353805988761451e-06,1.189711275885239,0.2780801329918588,30.12309373935775,292.4437159616715,84.19068038439792,219.4402354755727,-2.4114760854843098e-08,3.299185880045741e-08,3.7393577478894713e-06,-4.038328484057274e-06,3.843979357043281e-07,5.475572692148489e-06,5.475572692148489e-06
187,2.6372059,0.6065703,13.3569,80.57269,190.76452,201.1368,1.03755512607523,4.236856673924771,4.282684267081263,436671 (2011 SV71),436671,20436671,an,AMO,Y,18.00,2.159,.027814,6195,205,0,2002-03-19,2019-03-05,2023-03-01 06:47:07,57,2461200.5,2.637205836232518,0.6065703027826133,13.35689640474324,80.5726566274386,190.7645655496921,201.1368126228829,0.002829782271068397,(2019 KZ3),290.03144643459837,1.2622882906043742e-05,2.637205837737771,0.6065703027722156,13.35689640652025,80.57265663615046,190.7645655529609,201.1368121353911,-6.226222915017843e-08,2.7722155682141647e-09,-3.593479750207962e-06,-3.3363849524903344e-05,4.555296089847616e-05,1.2135391102674475e-05,4.555296089847616e-05
188,2.065409,0.8867094,25.14721,30.23893,49.95877,40.70005,0.23399142485540003,3.8968265751446,2.968308923520126,671294 (2014 JO25),671294,20671294,an,APO,Y,18.02,,.0060087,5481,1842,0,2011-05-16,2026-05-18,2026-06-16 11:32:32,JPL 108,2461200.5,2.065409022612367,0.8867094524185616,25.14721313617967,30.23893572225819,49.95876441742982,40.70004364218048,0.00044256583659683067,(2005 FV2),562.7112618733111,-6.357819529512199e-06,2.065409022379087,0.8867094524164112,25.14721313421654,30.23893571044555,49.95876442628551,40.70004375485698,2.2379087027957212e-08,5.241641121145335e-08,3.134216537858947e-06,5.710445549311771e-06,-5.573714474849112e-06,-6.245143026717415e-06,6.245143026717415e-06
189,1.4672226,0.4814932,3.12476,73.38514,280.06988,68.58937,0.7607648952136798,2.17368030478632,1.7772315398163865,7753 (1988 XB),7753,20007753,an,APO,Y,18.01,,.00651474,13289,1335,0,1988-12-05,2025-04-24,2025-04-25 06:20:47,242,2461200.5,1.467222571734466,0.4814931823071283,3.124762482067461,73.38514071552868,280.0698819580158,68.5893685330761,0.0001682773193245329,(2011 WO46),195.18612735144876,-1.4669238908027182e-06,1.467222571832457,0.4814931822531811,3.124762482090199,73.38514074864337,280.0698819120527,68.58936843097284,-2.81675429647521e-08,-1.7746818903319195e-08,2.4820901987077093e-06,7.486433446501906e-07,1.912052709940326e-06,-1.5690271766288788e-06,1.912052709940326e-06
190,0.7186981,0.4176323,7.36842,81.65754,167.51212,278.10601,0.41854655949137004,1.01884964050863,0.6092839600642302,33342 (1998 WT24),33342,20033342,an,ATE,Y,18.02,0.432,.0103337,9571,1983,0,1998-11-24,2025-02-06,2025-12-09 05:26:50,216,2461200.5,0.7186981142905206,0.4176323341477639,7.368421100520266,81.65755294657905,167.5121134476977,278.1060278181417,0.0007309328261074122,(2012 YK),416.89379876500016,1.781814165724427e-05,0.7186981143294207,0.4176323342408338,7.36842110239984,81.6575529215932,167.512113460051,278.1060274904948,1.432942065004994e-08,3.4240833779453084e-08,1.1023998398584922e-06,1.2921593196324466e-05,-6.539948998351974e-06,1.74904947698451e-05,1.74904947698451e-05
191,1.3733016,0.7314486,5.04225,359.93571,120.90302,25.35328,0.36880206730224,2.37780113269776,1.6093440143180757,405212 (2003 QC10),405212,20405212,an,APO,Y,18.04,,.00168516,8356,441,0,2003-08-22,2026-07-08,2026-09-03 06:19:11,JPL 102,2461200.5,1.373301586929885,0.7314486376674459,5.042245443770512,359.9357023718906,120.9030239722465,25.3532839144131,0.0004926065654992555,(2007 UC6),388.28581755039517,3.914413099437297e-06,1.37330158696185,0.7314486376436793,5.042245444491604,359.9357023549171,120.9030239871779,25.35328390705036,-1.3038150115107783e-08,3.76436792848267e-08,-4.5555083962867116e-06,-7.645082860108232e-06,3.987177905173667e-06,3.907050370344223e-06,7.645082860108232e-06
192,2.8207652,0.7585161,5.67243,22.1116,47.80584,320.4332,0.68116938148028,4.96036101851972,4.737512900613638,(2012 QC8),2012 QC8,50607751,au,APO,Y,18.04,,.0453525,9985,264,0,1999-04-12,2026-08-13,2026-08-14 06:49:40,JPL 39,2461200.5,2.820765187644866,0.7585161238617127,5.672434293292049,22.11158626170764,47.80585644989797,320.4331980558097,0.0010940112504841041,(2019 TQ2),276.4024930806048,-1.944190273661661e-06,2.187545988899383,0.1940989999999998,3.061859999999992,42.63992000000002,244.8425400000004,106.9694415943894,-0.633219211100617,-0.5644171000000002,-2.6105700000000085,20.528320000000008,-162.9632999999996,146.53624159438937,162.9632999999996
