ID,a,e,i,Omega,omega,M,q,Q,P_yr,mpc_des,mpc_name,mpc_H,mpc_nobs,mpc_arc,mpc_U,mpc_flags,mpc_epoch,mpc_dist,mpc_max_abs_diff,sbdb_name,sbdb_spkid,sbdb_dist,sbdb_H,sbdb_diameter_km,sbdb_moid_au,sbdb_pha,sbdb_class,sbdb_arc_d,sbdb_nobs,sbdb_cc,hz_maxdev
164,1.5428663,0.6459551,7.30927,243.71849,76.88929,219.6006,0.54624394489687,2.5394886551031304,1.9164277004912758,c1906,(381906) 2010 CL19,17.80,1096,2001-2026,0,9803,K2669,0.0,0.0,381906 (2010 CL19),20381906,0.0007011297183763264,17.80,0.520,.0110155,Y,APO,9158,1127,0,1.5216389897432236e-05
165,1.198012,0.8502024,19.13504,303.99962,224.53117,102.10701,0.1794593223712,2.2165646776288,1.3112688739772396,E1851,(141851) 2002 PM6,17.81,882,2000-2026,0,9803,K2669,0.0,0.0,141851 (2002 PM6),20141851,0.000673989570066715,17.81,,.038741,Y,APO,9459,916,0,2.4231577015143557e-05
166,2.820635,0.6509089,20.77419,76.38375,20.49371,187.91707,0.9846585748484998,4.6566114251515,4.737184895435214,K04U01V,2004 UV1,17.81,765,2004-2024,0,9803,K2669,0.0,0.0,(2004 UV1),50260316,0.000740521819308143,17.81,,.0229438,Y,APO,7203,787,0,154.11977580738406
167,2.7239489,0.6517055,73.64108,249.00759,145.39576,104.41813,0.9487364201510499,4.49916137984895,4.4957115045738725,K20Q06F,2020 QF6,17.81,82,2015-2024,0,9803,K2669,0.0,0.0,(2020 QF6),54051415,0.0008464128847665875,17.81,,.0323996,Y,APO,3309,82,0,2.228483120347846e-05
168,1.6075949,0.3799384,23.65377,3.07513,27.01906,174.30476,0.99680786584584,2.2183819341541597,2.0382850993228874,~09e8,(657084) 2016 GT220,17.83,190,1992-2026,0,9803,K2669,0.0,0.0,657084 (2016 GT220),20657084,0.001188820122891799,17.83,,.0235891,Y,APO,12297,205,0,4.5145733821527756e-05
169,2.3875802,0.6134804,12.81196,41.67682,233.72284,213.00177,0.9228465438719199,3.85231385612808,3.6892403758143426,~0yiu,(853424) 2009 FU4,17.84,210,2002-2024,0,9803,K2669,0.0,0.0,853424 (2009 FU4),20853424,0.002468200293484041,17.84,,.0446894,Y,APO,8066,213,0,3.76375556925268e-05
170,1.5519617,0.4781415,3.58083,135.03605,160.00503,203.51505,0.80990440481945,2.2940189951805503,1.933399041775956,05189,(5189) 1990 UQ,17.85,1590,1990-2026,0,9803,K2669,0.07071067810090492,4.999999998744897e-05,5189 (1990 UQ),20005189,0.0003334152477827293,17.85,,.0448382,Y,APO,12870,1632,0,5.9442056112857244e-06
171,1.4778142,0.7523783,18.03421,139.50669,303.92609,224.16609,0.36593886448813995,2.5896895355118605,1.796510471352989,37655,(37655) Illapa,17.85,645,1994-2024,0,9803,K2669,0.0,0.0,37655 Illapa (1994 PM),20037655,0.0001925818507441326,17.85,,.0249038,Y,APO,10923,658,0,3.2185234317694267e-06
172,1.3355986,0.30557,17.25133,116.63182,133.85767,285.77557,0.9274797357979999,1.743717464202,1.543525940808557,13651,(13651) 1997 BR,17.86,1064,1980-2026,0,9803,K2669,0.0,0.0,13651 (1997 BR),20013651,0.0022357596566883065,17.86,0.562,.0145228,Y,APO,16820,1174,0,3.835384040939971e-05
173,1.9033297,0.5521532,8.2711,238.33422,114.7426,315.7709,0.85240011548996,2.95425928451004,2.625856790317776,a3790,(363790) 2005 JE46,17.82,1192,1984-2026,0,9803,K2669,0.0,0.0,363790 (2005 JE46),20363790,0.0003194819341220509,17.85,,.0289776,Y,APO,15355,1221,0,5.756494402930912e-06
174,1.871303,0.4865443,14.39783,10.77506,217.49146,171.03786,0.9608311917770999,2.7817748082229,2.559859744013475,F4269,(154269) 2002 SM,17.87,327,2002-2025,0,9803,K2669,0.009999999999621423,9.999999999621423e-06,154269 (2002 SM),20154269,0.001108399605998946,17.87,,.0236047,Y,APO,8466,343,0,1.5917665706410844e-05
175,1.8146854,0.4508695,13.20499,120.97348,13.20651,252.41815,0.9964991010446999,2.6328716989553,2.4445674104681014,a6774,(366774) 2004 TB18,17.87,589,2004-2025,0,9803,K2669,0.014142135626178737,1.0000000003174137e-05,366774 (2004 TB18),20366774,0.0006692918440379065,17.87,0.859,.0196093,Y,APO,7611,708,0,9.628813074868958e-06
176,2.651727,0.6186491,2.63958,305.16698,42.22519,295.35291,1.0112384780043002,4.2922155219957,4.31810517342461,A0085,(100085) 1992 UY4,17.89,641,1979-2023,0,9804,K2669,0.022383029292815177,2.0000000006348273e-05,100085 (1992 UY4),20100085,0.0004708977505609398,17.89,,.0251337,Y,APO,15931,663,0,8.735843010754252e-06
177,2.6775747,0.7347815,5.37753,52.45999,309.87022,205.78151,0.7101423455719501,4.64500705442805,4.381394852498245,q9668,(529668) 2010 JL33,17.89,749,1997-2024,0,9803,K2669,0.04358898946798859,3.000000003794412e-05,529668 (2010 JL33),20529668,0.0010405864024451677,17.89,1.778,.0312356,Y,APO,9721,760,0,1.3926470842307026e-05
178,1.9499674,0.754667,12.37568,102.72819,263.65389,332.97439,0.47839135214420003,3.4215434478558,2.7229585236865272,h0804,(430804) 2005 AD13,17.93,1135,2005-2026,0,9803,K2669,0.0,0.0,430804 (2005 AD13),20430804,0.0007499638541205348,17.89,,.0173004,Y,APO,7850,1143,0,1.275552341439834e-05
179,1.6284721,0.7761449,34.254,40.072,110.83482,58.33517,0.36454178479270993,2.89240241520729,2.078119337165836,K19R03U,2019 RU3,17.94,257,2016-2025,0,9803,K2669,0.0,0.0,(2019 RU3),50843881,0.0018199431567812042,17.94,,.0496248,Y,APO,3243,264,0,2.403459851052503e-05
180,2.0023318,0.6066269,31.29757,44.62004,291.22498,309.13373,0.78766346739458,3.2170001326054196,2.833375061022828,~0Wzx,(746849) 2012 HJ1,17.94,384,2012-2026,0,9803,K2669,0.0,0.0,746849 (2012 HJ1),20746849,0.0009765878257401797,17.94,,.0338343,Y,APO,5178,392,0,9.00180901908243e-06
181,1.6376834,0.417425,4.68129,268.50377,24.9458,25.72688,0.9540734067550001,2.321293393245,2.0957762784549803,D6617,(136617) 1994 CC,17.97,691,1988-2025,0,9803,K2669,0.0,0.0,136617 (1994 CC),20136617,0.0006214628989965905,17.97,,.0162127,Y,APO,13277,739,0,1.074242544518711e-05
182,1.7732549,0.7441422,9.06773,159.49235,79.18077,229.29091,0.45370109755322,3.09280870244678,2.3613303706257667,G2825,(162825) 2001 BO61,17.97,434,2000-2022,0,9803,K2669,0.0,0.0,162825 (2001 BO61),20162825,0.0003406025291149989,17.97,,.0162558,Y,APO,8023,454,0,5.423278707894497e-06
183,1.0348698,0.1921328,21.47,322.74951,99.04605,0.79457,0.83603736769056,1.23370223230944,1.0527580477720782,i3103,(443103) 2013 WT67,17.97,604,2013-2021,0,9803,K2669,0.0,0.0,443103 (2013 WT67),20443103,0.0005509814041960706,17.97,,.0129713,Y,APO,2722,630,0,4.038607917777881e-05
184,2.5105878,0.6197731,10.13806,61.82536,314.56221,138.81068,0.9545930163718201,4.06658258362818,3.977984816238576,m2467,(482467) 2012 LK9,17.98,142,2012-2025,0,9803,K2669,0.0,0.0,482467 (2012 LK9),20482467,0.001134601040224969,17.98,,.0466149,Y,APO,4633,152,0,1.8282366909261327e-05
185,1.6398395,0.7381438,16.44727,322.05585,71.9113,283.45084,0.42940214007989996,2.8502768599201,2.0999164469893308,~0VbX,(741491) 2006 DU62,17.99,245,2006-2025,0,9803,K2669,0.0,0.0,741491 (2006 DU62),20741491,0.000583853331239503,17.99,,.0055982,Y,APO,6966,257,0,1.9225154005653167e-05
186,1.1897113,0.2780801,30.12309,292.44372,84.19068,219.44023,0.85887626272487,1.5205463372751298,1.2976643685164475,Y8314,(348314) 2005 BC,18.00,1522,2005-2025,0,9803,K2669,0.0,0.0,348314 (2005 BC),20348314,0.0002846361403492596,18.00,,.0448302,Y,APO,7644,1649,0,5.475572692148489e-06
187,2.6372059,0.6065703,13.3569,80.57269,190.76452,201.1368,1.03755512607523,4.236856673924771,4.282684267081263,h6671,(436671) 2011 SV71,18.00,195,2002-2019,0,9804,K2669,0.0,0.0,436671 (2011 SV71),20436671,0.002829782271068397,18.00,2.159,.027814,Y,AMO,6195,205,0,4.555296089847616e-05
188,2.065409,0.8867094,25.14721,30.23893,49.95877,40.70005,0.23399142485540003,3.8968265751446,2.968308923520126,~0DLK,(671294) 2014 JO25,18.00,1758,2011-2026,0,9803,K2669,0.0,0.0,671294 (2014 JO25),20671294,0.00044256583659683067,18.02,,.0060087,Y,APO,5481,1842,0,6.245143026717415e-06
189,1.4672226,0.4814932,3.12476,73.38514,280.06988,68.58937,0.7607648952136798,2.17368030478632,1.7772315398163865,07753,(7753) 1988 XB,18.01,1270,1988-2025,0,9803,K2669,0.0,0.0,7753 (1988 XB),20007753,0.0001682773193245329,18.01,,.00651474,Y,APO,13289,1335,0,1.912052709940326e-06
190,0.7186981,0.4176323,7.36842,81.65754,167.51212,278.10601,0.41854655949137004,1.01884964050863,0.6092839600642302,33342,(33342) 1998 WT24,18.02,1885,1998-2025,0,9802,K2669,0.0,0.0,33342 (1998 WT24),20033342,0.0007309328261074122,18.02,0.432,.0103337,Y,ATE,9571,1983,0,1.74904947698451e-05
191,1.3733016,0.7314486,5.04225,359.93571,120.90302,25.35328,0.36880206730224,2.37780113269776,1.6093440143180757,e5212,(405212) 2003 QC10,18.02,427,2003-2026,0,9803,K2669,0.01414213564831704,1.0000000031595846e-05,405212 (2003 QC10),20405212,0.0004926065654992555,18.04,,.00168516,Y,APO,8356,441,0,7.645082860108232e-06
192,2.8207652,0.7585161,5.67243,22.1116,47.80584,320.4332,0.68116938148028,4.96036101851972,4.737512900613638,K12Q08C,2012 QC8,18.03,263,1999-2026,0,9803,K2669,0.0,0.0,(2012 QC8),50607751,0.0010940112504841041,18.04,,.0453525,Y,APO,9985,264,0,162.9632999999996
193,1.5997395,0.5030596,23.07163,191.10298,290.99488,134.59668,0.7949751870258,2.4045038129742,2.023363458628114,02135,(2135) Aristaeus,18.05,61,1977-2020,2,9803,K2669,0.0,0.0,2135 Aristaeus (1977 HA),20002135,0.007411611641227256,18.05,,.00967484,Y,APO,15749,61,1,0.0001880425581077816
194,1.4585197,0.5620711,39.93236,314.32185,268.33837,152.72654,0.63872792784933,2.27831147215067,1.7614424123876633,D7108,(137108) 1999 AN10,18.05,398,1955-2022,0,9803,K2669,0.0,0.0,137108 (1999 AN10),20137108,0.0005831697756473984,18.05,,.000205921,Y,APO,24459,410,0,3.859924390781089e-06
195,1.2690923,0.5141334,19.42916,54.20354,263.94,118.37997,0.6166095608871801,1.9215750391128201,1.4296831993118697,Q7337,(267337) 2001 VK5,18.05,1314,2001-2025,0,9803,K2669,0.0,0.0,267337 (2001 VK5),20267337,0.0006616959747903137,18.05,0.439,.00115498,Y,APO,8540,1117,0,1.3250294216504699e-05
196,2.2978714,0.5803493,9.52381,84.80995,187.05031,314.49405,0.9643033415199801,3.63143945848002,3.4832815521900278,j5299,(455299) 2002 EL6,18.05,570,2002-2023,0,9803,K2669,0.0,0.0,455299 (2002 EL6),20455299,0.001529153903037638,18.05,0.537,.0445944,Y,APO,7965,605,0,2.5021857993579033e-05
197,1.6918546,0.4624185,5.8333,352.06267,333.21962,77.9249,0.9095097336499,2.4741994663501004,2.200617461993941,c6847,(386847) 2010 LR33,18.06,418,2001-2025,0,9803,K2669,0.0,0.0,386847 (2010 LR33),20386847,0.000925634350994321,18.06,0.663,.029213,Y,APO,8886,433,0,1.5985944969543198e-05
198,1.0869937,0.7245234,34.03784,38.83283,308.11171,52.94938,0.29944132869741996,1.87454607130258,1.1332886532015263,E1525,(141525) 2002 FV5,18.07,693,2002-2024,0,9803,K2669,0.0,0.0,141525 (2002 FV5),20141525,0.00035766611145870796,18.07,,.0351236,Y,APO,8116,713,0,5.480828860982001e-06
199,2.3232849,0.5777828,28.06534,74.44268,153.53473,212.80019,0.9809308452802799,3.66563895471972,3.541226493050012,K17C01H,2017 CH1,18.07,379,2017-2024,0,9803,K2669,0.0,0.0,(2017 CH1),50768631,0.0005955698353775357,18.07,,.00520689,Y,APO,2837,403,0,8.795474798262148e-06
200,2.1084489,0.602473,16.07668,194.71649,243.0644,29.87097,0.8381653658702999,3.3787324341297,3.0615730056224613,P0620,(250620) 2005 GE59,18.07,614,2005-2025,0,9803,K2669,0.0,0.0,250620 (2005 GE59),20250620,0.0005216097837730375,18.07,0.654,.0314716,Y,APO,7462,643,0,1.02460674042959e-05
201,1.9241439,0.5740776,6.40373,222.60435,221.65785,123.45216,0.8195359878333601,3.02875181216664,2.669047620448949,e9836,(409836) 2006 QY110,18.07,244,2006-2023,0,9803,K2669,0.0,0.0,409836 (2006 QY110),20409836,0.0015130311787781,18.07,0.554,.0319718,Y,APO,6126,249,0,2.240623410898479e-05
202,1.7700822,0.6007455,5.54384,156.84047,90.61416,171.85883,0.7067132837198999,2.8334511162801,2.3549958830153774,D7126,(137126) 1999 CF9,18.08,1202,1999-2025,0,9803,K2669,0.0,0.0,137126 (1999 CF9),20137126,0.0016633253976678893,18.08,,.0178302,Y,APO,9840,1228,0,2.4234647980847512e-05
203,1.8204548,0.5677589,4.84751,197.06965,31.12818,103.52153,0.7868753852522801,2.8540342147477196,2.456234632118249,E0039,(140039) 2001 SO73,18.08,744,2001-2024,0,9803,K2669,0.0,0.0,140039 (2001 SO73),20140039,0.0030491669905517286,18.08,,.0453382,Y,APO,8475,775,0,4.7121494901603e-05
204,3.2104465,0.6984358,10.00804,340.1136,337.2506,334.67781,0.9681557304152999,5.4527372695847,5.752387787857968,j1124,(451124) 2009 KC3,18.08,443,2009-2026,0,9803,K2669,0.0,0.0,451124 (2009 KC3),20451124,0.0006775172114746977,18.08,2.188,.00636848,Y,APO,6209,472,0,1.4058698297958472e-05
205,2.0590426,0.5537607,7.75324,113.04616,300.31278,54.43611,0.9188257284941801,3.1992594715058202,2.954595267694317,~19dG,(895358) 2020 EN,18.13,167,2015-2026,0,9803,K2669,0.01414213564831704,1.0000000031595846e-05,895358 (2020 EN),20895358,0.0007426789781458287,18.09,,.0487217,Y,APO,3990,186,0,1.0709975498457425e-05
206,2.8183551,0.8056228,6.09413,211.06792,287.89761,142.94147,0.54782397294372,5.08888622705628,4.731442504929933,K15Bp9O,2015 BO519,18.1,16,3 days,9,B803,K2669,0.0,0.0,(2020 JM2),54017043,419.1125824923562,24.7,,.0374256,N,APO,4,37,9,57.87712492983849
207,1.5456527,0.4716797,13.53154,303.58001,231.23185,56.46936,0.8165996981598102,2.27470570184019,1.9216216155946781,26663,(26663) 2000 XK47,18.11,880,1974-2026,0,9803,K2669,0.0,0.0,26663 (2000 XK47),20026663,0.0006579223106004412,18.12,,.0349296,Y,APO,19027,906,0,9.047471394296736e-06
208,1.6427096,0.3831233,3.41388,72.98582,319.5807,260.86129,1.01334927710632,2.2720699228936803,2.105431870823639,65803,(65803) Didymos,18.11,5594,1996-2026,0,9804,K2669,0.0,0.0,65803 Didymos (1996 GT),20065803,0.00025599766073897297,18.11,0.78,.039575,Y,APO,896,1869,0,3.6175133573124185e-06
209,1.7469491,0.4782407,10.99257,50.12548,147.55732,236.83616,0.9114869395516301,2.58241126044837,2.308981094509871,D6795,(136795) Tatsunokingo,18.11,426,1997-2025,0,9803,K2669,0.0,0.0,136795 Tatsunokingo (1997 BQ),20136795,0.0018215629966742463,18.11,,.0355994,Y,APO,10532,427,0,2.599578499484778e-05
210,0.9466308,0.123851,22.32417,331.11156,46.04864,313.5935,0.8293896287892,1.0638719712108,0.9210239978166265,G2421,(162421) 2000 ET70,18.11,674,2000-2026,0,9802,K2669,0.0,0.0,162421 (2000 ET70),20162421,0.001733320237247742,18.11,,.0303417,Y,ATE,17851,743,0,3.599522358399554e-05
211,2.5029378,0.6954981,0.79236,180.21677,345.98384,27.88526,0.7621493156818201,4.24372628431818,3.9598167262351276,O2708,(242708) 2005 UK1,18.11,1137,2005-2026,0,9803,K2669,0.0,0.0,242708 (2005 UK1),20242708,0.008779737926068738,18.12,,.0109908,Y,APO,7547,1179,0,0.00012642545829066876
212,2.3841115,0.6584107,3.85786,54.49466,337.6108,57.54043,0.81438697840695,3.9538360215930504,3.6812036494805387,r3722,(533722) 2014 NE52,18.13,707,2014-2026,0,9803,K2669,0.0,0.0,533722 (2014 NE52),20533722,0.0019149423713311535,18.12,0.701,.0358397,Y,APO,4359,721,0,2.88500722263052e-05
213,2.1175518,0.6647149,59.33202,33.49564,251.1095,277.27066,0.7099835670181801,3.52512003298182,3.081421187522354,J6068,(196068) 2002 TW55,18.13,140,2002-2011,0,9803,K2669,0.0,0.0,196068 (2002 TW55),20196068,0.004905267496185621,18.13,,.0279981,Y,APO,3355,145,0,3.1670504881731176e-05
214,1.573215,0.5374907,13.7949,159.69,90.95239,283.96209,0.7276265683995,2.4188034316005,1.9732500291019164,~18vx,(892673) 2015 TM237,18.13,136,2015-2026,2,9803,K2669,0.0,0.0,892673 (2015 TM237),20892673,0.020136964875280904,18.13,,.0395896,Y,APO,3774,141,2,0.00117077063441684
215,1.9046562,0.6261117,2.13279,75.47581,120.47166,294.30845,0.7121286687024599,3.09718373129754,2.6286023518361326,H0086,(170086) 2002 XR14,18.14,470,2002-2025,0,9803,K2669,0.0,0.0,170086 (2002 XR14),20170086,0.0009945382256589276,18.14,,.0114765,Y,APO,8364,492,0,1.6582574630774616e-05
216,2.8898049,0.7531963,39.21257,268.05495,246.33087,335.84264,0.7132145415981299,5.06639525840187,4.912502503396568,U7005,(307005) 2001 XP1,18.14,197,2001-2011,0,9803,K2669,0.0,0.0,307005 (2001 XP1),20307005,0.001320221391345669,18.14,,.0185551,Y,APO,3653,206,0,2.3582121684739832e-05
217,2.7002874,0.7185112,15.72955,226.40736,234.72024,259.46865,0.76010065988112,4.64047414011888,4.437261104225635,q3816,(523816) 2009 ST103,18.14,155,2000-2022,0,9803,K2669,0.0,0.0,523816 (2009 ST103),20523816,0.0010586823323976704,18.14,0.851,.0373422,Y,APO,8057,153,0,1.632498538128857e-05
218,2.7628538,0.6530511,24.23489,173.91597,183.78498,10.34013,0.95856908677082,4.567138513229179,4.592369843299449,~0Zcx,(756955) 2021 MG1,18.14,657,2013-2022,0,9803,K2669,0.0,0.0,756955 (2021 MG1),20756955,0.0005983410797974984,18.14,,.0463478,Y,APO,3325,672,0,7.252708485339099e-06
219,2.9104022,0.7189268,54.50065,187.46839,120.40785,136.57235,0.8180360596410401,5.00276834035896,4.965117322051123,f0778,(410778) 2009 FG19,18.15,311,2009-2024,0,9803,K2669,0.0,0.0,410778 (2009 FG19),20410778,0.0017894109279850596,18.15,1.457,.0252331,Y,APO,5674,347,0,1.0177978197134507e-05
220,1.8959431,0.7678837,13.76438,22.58099,65.38508,111.30664,0.4400792973825301,3.35180690261747,2.6105856659615942,h4096,(434096) 2002 GO5,18.15,253,2002-2023,0,9803,K2669,0.0,0.0,434096 (2002 GO5),20434096,0.0010761679390706978,18.15,0.528,.0314064,Y,APO,7734,263,0,1.657848335412382e-05
221,1.9258613,0.4745003,1.67978,285.28603,186.46494,42.77009,1.01203953539161,2.8396830646083897,2.6726218165294364,G2998,(162998) 2001 SK162,18.16,1572,1993-2026,0,9804,K2669,0.0,0.0,162998 (2001 SK162),20162998,0.011895408926862371,18.15,0.875,.0285838,Y,APO,11912,1613,0,0.0001726347607018397
222,0.9589853,0.1520306,21.61632,288.01435,297.66152,116.77445,0.81319018944982,1.1047804105501802,0.9391131570208076,J9003,(199003) 2005 WJ56,18.16,1278,2005-2024,0,9802,K2669,0.0,0.0,199003 (2005 WJ56),20199003,0.00020124157922734174,18.16,,.0226395,Y,ATE,6940,1303,0,7.6053676139054005e-06
223,2.4928794,0.8250702,10.89224,141.43021,290.69225,32.93932,0.43607889486612006,4.54967990513388,3.9359711204539236,K14M26R,2014 MR26,18.17,590,2014-2026,0,9803,K2669,0.009999999974752427,9.999999974752427e-06,(2014 MR26),50674092,0.003378654997539329,18.18,,.0186143,Y,APO,4363,599,0,5.283816480528003e-05
224,2.5876625,0.6445716,4.49003,134.62065,296.45179,194.59032,0.9197287421149999,4.255596257884999,4.16256902531714,K15O35L,2015 OL35,18.17,573,2015-2023,0,9803,K2669,0.0,0.0,(2015 OL35),50724667,0.0024805873383763506,18.17,,.0372915,Y,APO,2908,594,0,3.921187169453333e-05
225,2.2193037,0.5945363,8.14565,107.52446,139.38745,157.46921,0.89984708962569,3.5387603103743106,3.30616942909688,j0894,(450894) 2008 BT18,18.17,441,1955-2025,0,9803,K2669,0.0,0.0,450894 (2008 BT18),20450894,0.001873245649923885,18.17,,.0127621,Y,APO,25825,455,0,2.9911637312807215e-05
226,1.0297117,0.0739217,45.86726,150.72865,322.15149,285.71611,0.9535936606261101,1.10582973937389,1.0448969731017634,a5071,(365071) 2009 AV,18.18,1006,2009-2014,0,9803,K2669,0.0,0.0,365071 (2009 AV),20365071,0.0014383685635615921,18.18,0.674,.0208916,Y,APO,3170,1195,0,1.7442905800635344e-05
227,1.6169191,0.4510506,25.31356,350.18774,129.62796,74.1907,0.8876067697935399,2.34623143020646,2.0560441531562605,~17Sw,(887030) 2023 QF5,18.18,242,2014-2026,0,9803,K2669,0.0,0.0,887030 (2023 QF5),20887030,0.0006423307243364609,18.18,,.00608429,Y,APO,4291,247,0,1.0346971492936063e-05
228,1.4766837,0.4087554,7.15733,320.05713,215.21576,322.98333,0.87308126353302,2.08028613646698,1.794449420686665,F4330,(154330) 2002 VX94,18.19,588,1986-2025,0,9803,K2669,0.0,0.0,154330 (2002 VX94),20154330,0.0007556615360367811,18.19,,.0325914,Y,APO,14263,614,0,1.3081514424584384e-05
229,1.0695645,0.1943873,24.832,39.09556,78.30472,197.35767,0.8616547446691499,1.27747425533085,1.1061409480155797,i4193,(444193) 2005 SE71,18.19,461,2005-2026,0,9803,K2669,0.0,0.0,444193 (2005 SE71),20444193,0.00013895004399847128,18.19,0.437,.00262131,Y,APO,7496,490,0,1.9189310478395782e-06
230,1.3361826,0.6030516,8.26679,87.66314,115.45272,290.83765,0.53039554517784,2.1419696548221605,1.544538428033654,H0903,(170903) 2004 WS2,18.20,1494,2002-2025,0,9803,K2669,0.0,0.0,170903 (2004 WS2),20170903,0.0008848260352181694,18.20,,.0300276,Y,APO,8415,1566,0,1.63767580829699e-05
231,1.5453773,0.4921133,19.07078,358.77697,106.81633,164.52584,0.7848765771519101,2.30587802284809,1.921108054865207,c9694,(389694) 2011 QD48,18.20,709,2011-2026,0,9803,K2669,0.0,0.0,389694 (2011 QD48),20389694,0.0009117619193796569,18.20,0.451,.0188677,Y,APO,5399,828,0,6.842039567800384e-06
232,2.2446158,0.5974925,55.01316,16.90762,319.39785,123.15875,0.9034746941185,3.5857569058815,3.362892800295486,q3820,(523820) 2011 GN44,18.20,116,2011-2021,0,9803,K2669,0.0,0.0,523820 (2011 GN44),20523820,0.0033253213817478573,18.20,,.00597746,Y,APO,3689,140,0,9.170017278847808e-06
233,2.0188289,0.5270505,10.12318,306.8226,189.05043,49.08613,0.95480411884055,3.0828536811594502,2.868463114668487,z2522,(612522) 2002 VP69,18.21,685,2002-2026,0,9803,K2669,0.0,0.0,612522 (2002 VP69),20612522,0.0003288545860623528,18.23,,.0240304,Y,APO,8600,696,0,4.413067188124842e-06
234,2.7659172,0.6897943,18.71928,178.94914,134.44864,231.9819,0.8580032811680401,4.67383111883196,4.600009859239303,~0WKX,(744281) 2009 HD21,18.24,213,2009-2024,0,9803,K2669,0.0,0.0,744281 (2009 HD21),20744281,0.0004982251750039221,18.24,,.0179794,Y,APO,5406,217,0,7.994765695684691e-06
235,2.0347462,0.8301183,9.20708,16.51692,130.85357,115.82283,0.34566614352454,3.72382625647546,2.9024541580391596,K07R17U,2007 RU17,18.25,387,2007-2013,1,9803,K2669,0.0,0.0,(2007 RU17),50384429,0.001029954948924431,18.25,,.0405484,Y,APO,2213,389,0,130.789366858571
236,2.4821903,0.6104356,75.65689,179.32276,358.13064,222.2959,0.9669729749053201,3.99740762509468,3.9106829795610647,k6130,(466130) 2012 FZ23,18.25,253,2012-2020,0,9803,K2669,0.0,0.0,466130 (2012 FZ23),20466130,0.0016568695282662604,18.25,,.0284086,Y,APO,3070,253,0,1.2952887232131616e-05
237,2.2359478,0.7350665,5.83305,297.38763,247.47933,168.4781,0.5923774764713001,3.8795181235286997,3.34343196758727,o6859,(506859) 2007 VW137,18.24,221,2007-2025,0,9803,K2669,0.022360679769384908,2.0000000006348273e-05,506859 (2007 VW137),20506859,0.00034748573885169947,18.25,,.032235,Y,APO,6502,241,0,1.7910774602114543e-05
238,1.7270961,0.4871616,10.90394,53.30016,143.74672,323.77329,0.8857212005702401,2.56847099942976,2.2697329124721284,f7211,(417211) 2005 XL80,18.26,404,2005-2025,0,9803,K2669,0.0,0.0,417211 (2005 XL80),20417211,0.0007301741735795805,18.26,,.0426863,Y,APO,7281,412,0,1.1135071503076688e-05
239,0.9684505,0.6556432,36.24349,208.83489,43.96009,290.24173,0.3334925151384,1.6034084848616001,0.9530510004165333,E4900,(144900) 2004 VG64,18.27,496,2004-2025,0,9802,K2669,0.0,0.0,144900 (2004 VG64),20144900,0.0002686280381492759,18.27,,.0274524,Y,ATE,7708,436,0,5.349860941805673e-06
240,1.4480275,0.3110773,28.00194,137.21706,211.36896,309.70892,0.9975790149742501,1.89847598502575,1.742469619065185,H3561,(173561) 2000 YV137,18.25,1303,2000-2026,0,9803,K2669,0.010000000000287557,1.0000000000287557e-07,173561 (2000 YV137),20173561,0.0006003390849883291,18.36,,.0187136,Y,APO,9405,1357,0,1.0321270423219175e-05
241,1.3406221,0.7960261,31.4187,213.02113,233.47471,328.45545,0.2734519181631901,2.40779228183681,1.5522424695564048,F3002,(153002) 2000 JG5,18.28,423,2000-2026,0,9803,K2669,0.0,0.0,153002 (2000 JG5),20153002,0.00028433412871631714,18.28,,.0291842,Y,APO,9539,438,0,7.206312091057043e-06
242,1.7115612,0.467301,1.91954,277.35076,44.64222,14.62048,0.9117469396788,2.5113754603212,2.2391781577505823,F3814,(153814) 2001 WN5,18.28,978,1996-2025,0,9803,K2669,0.0,0.0,153814 (2001 WN5),20153814,0.005256155947289717,18.28,0.932,.00170698,Y,APO,10614,1021,0,7.470345414617441e-05
243,2.4093191,0.6573556,15.64982,126.38707,305.5637,38.76845,0.8255396974280399,3.99309850257196,3.7397406522139596,Q7131,(267131) 2000 EK26,18.28,236,2000-2026,0,9803,K2669,0.0,0.0,267131 (2000 EK26),20267131,0.0005988123092928449,18.27,,.00294262,Y,APO,9563,244,0,1.0069287839087337e-05
244,1.6336517,0.3995551,19.45987,74.90308,156.34575,219.37232,0.9809178316413301,2.28638556835867,2.0880418725708383,V1066,(311066) 2004 DC,18.28,338,2004-2025,0,9803,K2669,0.0,0.0,311066 (2004 DC),20311066,0.0010807575940060274,18.28,,.0091271,Y,APO,7937,360,0,1.2883860279089276e-05
245,1.9986322,0.5919158,7.7007,298.62405,110.25573,20.53508,0.81561022243124,3.18165417756876,2.8255260789279677,g2699,(422699) 2000 PD3,18.28,517,2000-2025,0,9803,K2669,0.042426406884659575,3.000000003794412e-05,422699 (2000 PD3),20422699,0.0011597421402883674,18.28,0.619,.0270974,Y,APO,9119,536,0,1.850494783184331e-05
246,2.2008739,0.599006,9.59103,194.24203,323.76554,30.18113,0.8825372286565999,3.5192105713434003,3.2650718321493915,~12Ds,(866876) 2015 TE323,18.28,674,2002-2026,0,9803,K2669,0.0,0.0,866876 (2015 TE323),20866876,0.001065633139292113,18.29,,.0273233,Y,APO,8651,690,0,1.542810699106667e-05
